pt_b,eta_b,phi_b,cha_b,fla_b,event
20.659386,1.2532638,0.6756809,-1,5,99318
17.012127,-0.74257565,2.9246242,1,5,99321
110.96999,0.588067,2.461498,-1,5,99324
29.234875,-0.2901655,-2.9345744,-1,5,99329
133.27324,0.38506722,1.6346225,1,5,99334
50.783916,-1.4800352,-0.83632725,-1,5,99335
109.19641,0.73155147,-1.5849007,-1,5,99337
67.329765,-0.17829764,0.15150723,-1,5,99340
34.014103,-1.0118927,-1.2809117,-1,5,99342
52.227634,-0.19309217,1.1210679,-1,5,99344
107.676414,0.74906695,-1.1952302,1,5,99347
118.609726,0.3157067,3.030407,1,5,99351
157.28453,0.12052386,2.1902537,1,5,99354
79.06377,-1.0633367,1.3284302,1,5,99356
120.29832,0.6125927,2.0809362,1,5,99366
2.8217416,-1.1962961,1.9353535,-1,5,99368
45.975464,-0.4714469,-1.6416655,-1,5,99369
39.845505,1.0523344,-2.7515347,1,5,99371
116.64824,0.23348631,2.6838894,-1,5,99379
22.955534,-1.1979687,-2.8472137,1,5,99391
77.54466,0.23541833,1.8452016,1,5,99394
157.64265,0.08548045,-0.9189394,1,5,99395
42.375168,-0.654149,-0.29221746,1,5,99399
10.180943,-1.5190306,-0.83789194,1,5,99401
16.41284,0.046308193,1.0806712,1,5,99404
115.80302,-0.3893913,-2.8528297,1,5,99418
46.016785,-1.1974343,1.5093937,-1,5,99420
37.626953,-0.24963704,-2.2165804,-1,5,99423
94.55084,-0.025236335,-1.7654185,1,5,99427
67.54459,-1.1937653,-0.99038607,1,5,99433
9.147751,-2.0585003,0.2801336,1,5,99441
108.43584,-0.092407905,-0.82688993,-1,5,99448
11.517823,1.0001397,2.8174865,1,5,99466
42.26695,0.45235565,-1.1310554,-1,5,99470
49.643764,0.4252619,-2.2262568,-1,5,99477
23.924381,0.13523515,2.804328,1,5,99485
129.60796,0.16273902,-2.686439,-1,5,99487
32.286823,0.14140777,0.5402078,-1,5,99503
55.471764,-0.250309,-0.15285169,-1,5,99504
22.434828,-1.4129097,1.3180894,-1,5,99505
49.329353,-0.8671219,2.4220853,1,5,99533
140.69415,0.00927284,-1.890334,1,5,99535
105.650734,0.6148622,-1.0638242,-1,5,99538
115.15432,-0.5108686,0.17039815,1,5,99543
33.56097,0.5463215,-2.8333209,1,5,99559
87.088196,0.89085674,-2.2346387,-1,5,99561
138.91498,-0.50377595,-2.0642207,1,5,99570
124.56505,-0.6027108,-0.035704967,1,5,99572
28.576208,1.2836379,1.1599305,1,5,99580
117.30696,0.41527456,-0.9710302,-1,5,99581
113.88583,-0.6431717,2.8527439,1,5,99585
31.923647,-1.0132214,-2.9992876,-1,5,99587
32.131958,-0.16449843,-0.3651767,-1,5,99593
149.83156,-0.30127242,0.8783876,-1,5,99602
34.620277,-0.43522003,-1.8538541,1,5,99604
47.37424,0.9980354,-0.88281626,-1,5,99606
105.53444,-1.0350043,2.3562884,1,5,99607
93.505325,0.5254735,-1.7824799,1,5,99614
58.451,0.018516507,-1.5913143,-1,5,99617
42.675606,0.8360002,-2.6404865,1,5,99619
49.69567,-1.8366562,1.2174115,-1,5,99626
43.042515,0.8834888,0.76841444,-1,5,99629
85.40682,-0.33854285,0.9282728,-1,5,99630
68.09962,-0.65614563,-1.8542283,1,5,99635
32.69676,1.083594,2.990799,1,5,99653
39.58924,0.45836702,-0.17454582,1,5,99655
54.58387,-0.15827581,-0.44373417,1,5,99656
100.90627,0.50692683,-2.9716184,1,5,99664
29.44182,0.9924457,-2.4406683,-1,5,99666
103.555534,-0.35302636,-1.5089173,-1,5,99676
45.545956,-0.9151772,-0.5793792,-1,5,99691
76.1122,1.129252,-0.7858838,-1,5,99697
79.00066,-0.2629618,0.6319035,-1,5,99704
24.889683,0.11781264,2.2323484,-1,5,99721
11.576958,-0.3786805,-1.7361974,-1,5,99735
116.553955,-0.3648986,0.68360317,-1,5,99738
28.68419,1.2697483,1.9379745,-1,5,99739
71.45769,0.50207144,-1.1298531,-1,5,99741
62.07098,-0.4835787,-0.6764146,-1,5,99747
88.04381,1.0325716,-1.9377892,-1,5,99757
10.053772,2.4511938,-2.0678585,1,5,99766
3.612956,1.2668785,-1.8218423,1,5,99772
12.022955,-0.9069688,1.9037247,1,5,99781
103.48528,0.0056029055,-2.9254549,1,5,99787
35.346817,-0.7016365,-1.7786885,1,5,99792
144.16795,-0.44715846,-2.289327,-1,5,99795
125.97292,-0.11943607,0.449855,1,5,99796
47.99973,-0.2686391,2.572736,-1,5,99800
56.226532,-0.33877394,1.5335723,1,5,99802
139.10939,0.17389923,1.0723919,-1,5,99808
36.28079,0.27817923,-1.6708606,1,5,99811
4.897165,-0.78733116,-0.85331005,1,5,99814
20.638819,0.9762996,0.89296144,1,5,99815
49.995228,1.1321871,-2.0265486,1,5,99819
32.92937,1.1831967,0.90457,1,5,99823
114.3318,-0.5280033,0.3662273,1,5,99828
149.84863,0.30598545,3.003182,-1,5,99845
116.22554,-0.4682732,-1.2477789,1,5,99846
26.172716,-0.7346576,-0.20072857,-1,5,99850
14.72076,-1.6248165,1.4215882,1,5,99853
26.434757,-1.1868885,0.13568008,1,5,99855
89.2234,1.0568708,-1.7967029,-1,5,99870
2.4309406,0.69820625,-1.4807863,1,5,99874
20.308714,0.6051462,2.1493604,1,5,99875
137.79048,0.512646,1.3917054,-1,5,99876
115.497284,-0.023605123,-0.9454459,1,5,99881
25.529081,-1.0564566,-2.8321922,-1,5,99886
20.811428,-1.5592679,1.9591453,1,5,99897
31.723839,0.91871625,2.2903848,1,5,99900
89.73106,-0.8074258,0.6560468,1,5,99908
51.31023,-0.2450724,2.684188,1,5,99911
58.866554,0.24212603,2.0836828,-1,5,99918
23.105522,1.0134887,-2.4354267,-1,5,99922
91.61341,-0.5399018,2.8220901,-1,5,99924
62.007446,0.49531934,-2.1067123,1,5,99930
110.20251,0.5028284,-1.4138355,-1,5,99931
47.1993,-0.47020957,-0.09475586,1,5,99932
128.23729,-0.21191716,2.364168,-1,5,99938
38.981586,-0.20991136,-0.34119567,1,5,99942
54.32611,0.46038395,-1.3255584,1,5,99951
16.238453,1.6231896,2.1515846,-1,5,99960
20.807343,1.428802,1.9477403,1,5,99970
60.563534,-0.07823179,-2.759165,-1,5,99985
82.47308,1.1231537,2.9182591,-1,5,99987
72.77422,0.33294687,2.0934591,-1,5,99989
140.91122,-0.18575935,2.734093,1,5,99996
83.58954,1.1666332,0.9425191,-1,5,99999
74.366936,0.99160355,-1.3771305,-1,5,100001
43.97889,-0.44268695,2.2975817,1,5,100004
55.180683,0.34524333,-0.60325503,-1,5,100008
37.948647,0.6936913,-2.1750848,1,5,100019
32.50311,-0.9195057,1.7223037,-1,5,100031
69.896835,-0.1993679,1.857046,1,5,100038
65.0206,1.0439093,-1.7528088,-1,5,100048
49.691994,0.05008447,2.038471,-1,5,100071
119.2337,-0.6088327,-1.2076904,1,5,100072
131.79156,0.5509975,2.8205745,1,5,100073
115.69579,0.23999515,1.9638617,-1,5,100076
30.50063,-1.054654,0.9991937,-1,5,100080
20.766136,0.14822148,-1.7304499,1,5,100083
117.2974,0.6903282,-0.30808777,1,5,100094
48.572052,-0.72141325,1.4762185,1,5,100101
40.539497,0.2122676,-1.3080176,1,5,100117
25.379604,-1.792257,2.487205,1,5,100126
99.94863,0.07821792,2.503388,1,5,100132
97.55005,-0.74281704,1.2542293,-1,5,100135
40.555714,-1.4028835,-3.078422,-1,5,100136
71.63627,1.1900978,-3.0459146,-1,5,100138
6.396143,-0.83286846,-2.0897958,1,5,100141
119.69948,0.38274026,2.147406,1,5,100147
4.5230947,1.184626,-2.7858672,1,5,100150
7.6537204,1.9286579,1.4982085,-1,5,100156
67.37361,-0.8698315,2.7879913,1,5,100180
62.755585,1.2147719,-2.3958654,1,5,100182
6.786188,0.8140265,-1.5549177,-1,5,100188
65.097725,-1.42586,-0.42922837,-1,5,100190
39.466637,-0.2538019,-1.5755283,-1,5,100191
68.73802,0.40059125,-1.888754,1,5,100197
4.0093207,-0.32972813,-2.0506887,-1,5,100199
68.60232,-0.009417434,-1.4586676,-1,5,100208
60.853813,1.0645546,0.5381324,1,5,100210
93.36172,-0.86786985,2.0003636,1,5,100211
38.392025,0.72013503,1.9998181,1,5,100215
51.829845,0.19604726,-0.03285023,1,5,100221
58.657246,-0.40146798,-1.3596345,-1,5,100232
9.055904,-2.08236,-2.2286708,1,5,100240
105.84361,0.5032938,2.9434566,-1,5,100243
14.308959,-1.6642275,1.9719782,1,5,100244
70.3345,1.3503566,-2.0425482,1,5,100246
89.84583,0.79125524,2.085953,1,5,100256
14.865918,-1.0131267,-2.0037224,-1,5,100258
74.186775,0.8036765,1.4663802,-1,5,100259
65.92076,-1.154628,1.9313864,1,5,100274
113.639145,0.24436083,0.05846833,-1,5,100281
98.822464,-0.2835071,2.6543446,-1,5,100285
36.884434,1.7261127,-2.2635322,-1,5,100291
34.71598,0.977483,-2.081306,-1,5,100292
51.56804,-1.083936,-1.0619982,-1,5,100297
111.41897,0.25209603,0.35977092,-1,5,100299
54.64602,-0.4725047,2.5354128,-1,5,100303
126.98179,-0.13289312,2.333908,-1,5,100314
76.8421,1.0400006,2.7962816,1,5,100315
115.43634,-0.3612764,-1.2683883,-1,5,100319
136.52849,0.29639328,-2.3936398,-1,5,100328
56.558544,-0.51104736,-2.4989543,1,5,100342
120.35746,0.7479508,2.8254993,1,5,100347
72.47367,0.9235171,-0.41050765,-1,5,100367
107.112816,0.92954594,-1.3018016,-1,5,100370
78.98426,1.1440318,0.49671283,1,5,100378
135.45255,0.03148039,-2.0499263,1,5,100386
144.59027,-0.11799652,-0.2650516,-1,5,100390
44.665524,0.8319101,0.8638752,-1,5,100395
113.94943,-0.5490239,2.9096212,-1,5,100403
11.534973,0.47207746,1.5236238,1,5,100408
16.208555,-1.6100283,-2.8271399,-1,5,100411
116.78784,-0.45618525,1.4201093,1,5,100412
121.40957,-0.46552873,-2.6864083,1,5,100416
33.436954,1.0738574,2.5078297,1,5,100417
107.36818,-0.5040769,-0.20316565,1,5,100423
106.90048,0.7460288,-0.4222542,-1,5,100428
16.913153,-1.8612987,2.9973352,1,5,100431
40.472095,-1.1245561,-2.698329,-1,5,100437
82.682014,0.62016827,3.0352757,-1,5,100439
115.519394,-0.06221071,-0.59363246,1,5,100453
33.8898,0.9607611,1.1822335,-1,5,100454
63.39443,0.03651801,2.6154659,1,5,100455
135.63153,0.07460932,-0.7678464,-1,5,100460
136.71242,0.10803022,0.04910676,-1,5,100461
69.23313,-0.7116811,-1.5595019,-1,5,100463
113.85031,0.6656826,0.75742924,-1,5,100466
86.19559,0.782974,0.41663948,-1,5,100487
129.76099,0.16763149,-0.59476185,1,5,100488
149.70335,-0.174728,2.7504213,-1,5,100489
118.592186,-0.5443103,-0.027215803,1,5,100491
54.605164,-0.7936875,-0.1843701,-1,5,100498
96.2194,0.46816215,2.7937696,-1,5,100506
63.911064,-0.44714317,-2.4552362,1,5,100510
34.75199,-0.4416758,-2.8949044,-1,5,100515
93.59002,-0.7237629,0.3093954,-1,5,100527
42.829357,0.12412974,0.40179464,-1,5,100529
32.492752,0.46500722,1.6881151,-1,5,100533
97.91663,-0.8552114,0.68244094,1,5,100550
14.90519,-0.4125371,2.864569,1,5,100556
34.0616,-1.2912401,1.0279862,1,5,100558
61.423676,-0.34425858,-0.71479684,-1,5,100564
45.20954,0.51411134,-1.4547849,-1,5,100566
34.674767,0.71527517,-2.2861376,1,5,100570
73.79873,-0.24395536,-1.4524337,-1,5,100573
111.7566,-0.533489,-2.432761,1,5,100576
10.37159,2.103987,-1.9857336,1,5,100582
42.78882,1.9266908,2.585148,1,5,100587
55.49642,-0.93453985,-2.5807767,1,5,100589
80.29227,1.0911816,-1.3596379,1,5,100590
141.32352,-0.21850744,2.770164,-1,5,100595
12.431057,0.9453366,2.5142787,1,5,100596
84.11888,-1.0250351,-2.4599595,1,5,100599
126.38436,-0.48142165,1.2500032,-1,5,100607
30.413477,-0.026682427,2.5806477,1,5,100616
121.02877,-0.4967767,0.06910402,1,5,100618
54.250065,0.5367442,-2.1084704,-1,5,100627
100.46832,-0.5211995,1.7013888,1,5,100632
98.61984,-0.4093167,-0.82493526,-1,5,100637
108.55917,0.5498057,-2.5788195,-1,5,100639
25.8002,-0.7351965,1.8247219,1,5,100642
31.076403,-0.235795,-0.8941796,-1,5,100650
126.180405,-0.22839114,-2.1325128,-1,5,100656
76.56824,-1.0465994,2.3593793,-1,5,100668
119.28811,0.5473678,-0.98377264,-1,5,100669
103.62759,0.61876893,-2.4877193,1,5,100676
86.9184,0.26143476,-0.4424493,-1,5,100682
127.31858,0.118777074,-0.78289574,-1,5,100687
50.12685,-1.5667568,-0.7467862,-1,5,100688
20.677109,0.10470229,0.4666408,-1,5,100693
89.0929,0.8481207,3.0946214,1,5,100701
49.42241,-1.2855295,-2.1766527,1,5,100711
107.4063,-0.09594014,0.665778,-1,5,100715
106.278435,-0.4675113,1.8667152,-1,5,100719
26.264194,-1.2875143,-0.38515645,1,5,100726
49.817123,1.4571649,0.5162038,-1,5,100727
25.219334,-1.4566334,2.9282367,1,5,100728
80.212296,1.1520436,-1.1611981,1,5,100735
68.0688,-0.5995743,1.7056836,1,5,100745
128.8396,0.4197241,0.026370235,1,5,100752
84.175415,0.48600927,0.41671243,-1,5,100755
87.67549,-0.8897851,0.37976244,-1,5,100756
108.45394,0.54327357,-2.7016497,-1,5,100758
79.26352,0.1403933,-1.704771,-1,5,100759
63.6608,-1.4327072,1.5646639,1,5,100762
91.7213,-0.69998294,1.8514293,1,5,100764
93.25668,0.01996872,-0.8047803,1,5,100765
47.62009,0.7033797,0.3627871,1,5,100769
107.26565,0.72838557,2.8799531,1,5,100783
125.44196,0.48550245,-2.2594972,-1,5,100786
55.83888,-0.40061674,0.12577763,1,5,100788
140.53165,0.3969545,1.7749947,-1,5,100790
69.44983,1.0701839,2.4992855,-1,5,100797
102.973404,0.86701345,-2.168645,-1,5,100807
86.35764,0.44406885,1.7370757,1,5,100810
104.011765,0.25830746,1.6255296,1,5,100816
130.17432,0.073159896,-2.2210078,1,5,100831
52.263683,-0.3296429,-0.759288,1,5,100832
94.830826,-0.36910856,2.309431,1,5,100833
44.496906,0.7715848,0.958935,1,5,100841
109.70622,0.56719464,1.7472008,1,5,100856
134.21413,-0.36834344,-2.9515777,-1,5,100862
28.557297,0.009516644,-2.4777837,-1,5,100867
55.230785,-1.5511317,3.103247,1,5,100871
108.66687,-0.33380592,1.5422401,1,5,100875
41.557545,0.5535844,1.6654587,-1,5,100882
126.996284,0.038360063,2.2255707,-1,5,100896
50.40482,1.2295015,1.5075116,-1,5,100900
62.38226,1.3935639,-0.7818631,-1,5,100907
75.93588,-0.2783934,0.073255435,-1,5,100908
143.33533,-0.33281416,-3.0983713,1,5,100910
52.03915,-0.011994246,0.13517058,-1,5,100922
25.01929,-0.28918523,0.79669625,1,5,100923
63.03877,-0.2288571,1.9260861,-1,5,100926
45.717537,-1.2467455,-2.1652298,-1,5,100928
36.157948,-0.18542184,-0.47710457,1,5,100930
68.91925,-0.7383974,-1.5328548,1,5,100935
56.73293,0.5253684,-0.11566797,-1,5,100942
133.76176,0.26143497,0.9512119,-1,5,100946
71.14528,0.000114448056,1.2759354,1,5,100949
13.215642,0.4386586,0.20876502,1,5,100950
69.00841,0.10750727,-0.30928406,-1,5,100964
93.63584,0.40396562,-0.9848469,1,5,100966
96.69601,-0.8230669,2.0382762,1,5,100968
74.02619,-0.33278704,-2.8615882,1,5,100969
93.52213,0.66638076,-3.060256,1,5,100975
139.73306,-0.33880574,1.0530273,1,5,100976
74.82074,0.060630497,-0.89721924,1,5,100989
23.061617,-2.127693,-0.467707,1,5,100990
50.840515,1.4597435,0.86231244,-1,5,100996
46.465816,-1.1877505,-2.2442844,1,5,101009
21.03977,-1.3286631,-3.1268778,-1,5,101016
72.18814,1.1418235,-0.51852524,-1,5,101026
51.28029,-0.22596487,-1.1972537,-1,5,101030
28.670403,-0.20997629,-1.9073797,1,5,101035
39.722443,0.47108275,-2.31883,-1,5,101039
45.28624,0.083521344,1.3141534,-1,5,101044
33.754185,1.8949454,0.50690883,-1,5,101048
15.740016,-1.4262694,-1.7733657,1,5,101065
29.968813,0.6193728,-2.418297,-1,5,101067
142.36522,0.29323038,0.0919557,-1,5,101070
137.85034,-0.053846776,2.0053754,-1,5,101074
151.41391,0.037523847,-0.014081387,-1,5,101080
86.08482,0.9342318,0.96359384,1,5,101081
65.738235,0.46795073,-1.7206619,-1,5,101083
55.45316,-0.35267797,-0.67451817,-1,5,101085
124.94695,-0.25781977,-2.9027848,1,5,101088
139.5521,-0.19001488,0.2763959,1,5,101090
48.57595,0.43185076,0.10228588,1,5,101091
6.284394,-0.7588149,1.6736015,1,5,101092
23.654528,0.63209325,2.0517251,-1,5,101097
103.0923,-0.57028013,-2.2093866,-1,5,101101
66.04694,-0.100287415,-0.010089141,-1,5,101105
38.38561,0.102308914,-0.23408233,-1,5,101111
31.315516,-1.197056,2.234499,-1,5,101113
51.61076,-1.4068987,2.629005,-1,5,101115
100.053665,-0.899456,-1.599233,1,5,101120
107.64327,0.59819347,2.9519315,-1,5,101123
33.675713,-0.8510942,-2.7408926,1,5,101125
63.026867,1.1735057,-0.42941064,-1,5,101140
26.138088,-2.324187,1.1069515,1,5,101145
125.07472,0.671532,0.7379402,-1,5,101147
110.77596,0.60389715,-0.3055808,-1,5,101149
27.655617,-0.8290116,-0.49663,-1,5,101150
81.19012,0.6680168,-0.59807384,1,5,101152
78.17068,-1.2950089,-0.16772489,-1,5,101153
115.81218,-0.3307779,0.4196259,1,5,101154
26.396204,-1.1138315,1.9879398,-1,5,101160
71.02938,1.113047,-0.2458155,-1,5,101165
110.47982,-0.36643004,-1.1886206,-1,5,101170
34.198215,-0.6168524,0.05338761,1,5,101174
47.02771,-0.19648443,2.767411,-1,5,101179
123.7808,0.31699023,-1.7742257,-1,5,101181
51.03996,0.3985029,1.7429628,-1,5,101184
145.92575,0.42837918,2.153861,-1,5,101187
28.335732,2.0887706,-2.8624487,-1,5,101195
107.59292,-0.17015155,2.2077765,1,5,101210
71.50132,0.11786786,-0.7476247,-1,5,101219
20.417606,-1.6748317,2.303371,1,5,101232
104.38622,-0.016820138,-2.1836495,1,5,101235
30.664856,-0.95877165,0.75227344,1,5,101236
22.655478,-0.19212233,-2.0409207,1,5,101249
124.41255,-0.120449714,-0.38022983,-1,5,101252
73.63827,-0.26159993,0.59869915,-1,5,101254
18.281466,-0.66992235,0.460102,-1,5,101269
82.39331,-0.21687737,-3.0616636,-1,5,101270
105.05057,-0.4026612,-1.5228453,-1,5,101272
90.581055,0.9021689,0.13575968,-1,5,101274
88.04355,0.95239645,0.15588124,1,5,101283
32.90828,0.5084495,1.3494272,1,5,101284
29.011642,0.80334127,1.4362389,1,5,101288
68.422676,-0.14182751,2.8622131,1,5,101289
40.222584,0.65733117,1.5171528,1,5,101293
40.802586,0.6945732,1.8681613,-1,5,101298
2.2202332,-0.03028981,0.8982073,1,5,101300
114.32695,0.6352934,-2.2482185,-1,5,101302
53.153385,-1.6507589,-0.3676099,-1,5,101312
62.249584,-0.32489893,0.7707604,-1,5,101318
131.60733,-0.03406633,0.14101674,1,5,101321
139.95816,-0.213477,0.89576924,-1,5,101324
100.94007,0.8318953,0.7734412,-1,5,101329
91.58292,-0.5057073,-0.18788192,1,5,101331
117.53219,-0.6183134,0.94661635,1,5,101335
55.028652,-0.15536037,-2.6536736,-1,5,101342
90.62146,-0.80930877,-2.8366601,1,5,101345
32.422558,-0.08265012,-1.0170783,1,5,101351
49.19536,-0.8615951,-2.647647,-1,5,101367
22.954422,1.2938622,0.2479142,-1,5,101371
84.078285,-1.2331141,-2.2499766,1,5,101389
96.52145,0.89163315,-0.6312124,-1,5,101397
52.073627,-0.79561234,2.2175887,-1,5,101402
109.33679,0.30314255,2.566142,1,5,101403
38.830414,-1.8512994,-0.44177178,-1,5,101407
31.374096,-1.3606771,1.8160743,-1,5,101413
38.329704,-1.004251,-1.6574163,1,5,101415
81.15168,-0.43361115,-1.621915,-1,5,101417
94.26921,0.21143635,2.1518855,1,5,101418
93.19901,-0.97298133,-0.37202153,1,5,101419
138.94902,0.09517251,-0.1990943,-1,5,101421
106.95642,-0.64081407,-3.0747635,-1,5,101425
14.834532,2.0109267,2.119324,1,5,101435
67.74617,-1.295412,3.138068,1,5,101436
38.832237,0.022256855,-0.16467887,1,5,101438
122.105034,-0.73229194,2.748174,1,5,101439
120.53856,0.25076798,-2.8106284,1,5,101442
123.42855,0.27268934,1.2617543,1,5,101443
99.75042,-0.75337183,1.9341289,-1,5,101445
89.12674,0.38641676,-1.1850744,1,5,101448
109.34456,-0.4720818,-2.5305216,1,5,101452
126.92897,-0.1106905,2.4456518,-1,5,101456
35.99504,-0.86062175,-1.7864828,1,5,101458
116.39336,0.46653965,0.9096371,-1,5,101465
41.143173,-0.95335084,-2.336202,-1,5,101483
71.97982,0.96687305,2.7069955,1,5,101489
130.38695,0.14538293,-1.5198891,1,5,101501
45.266685,-0.37656242,-2.543777,-1,5,101505
102.808846,-0.92096245,2.6369762,1,5,101508
13.034738,0.747007,2.7436166,1,5,101511
50.199654,0.22128467,-2.9198885,1,5,101519
148.57025,0.4065885,1.8908391,1,5,101521
36.985165,-0.2475437,0.8887792,1,5,101523
158.71704,-0.079877004,-0.41619915,1,5,101528
34.449738,0.81107396,-0.45774904,-1,5,101530
114.516464,-0.06538727,2.6648684,1,5,101533
64.512856,0.28385675,-2.6428602,-1,5,101534
50.866905,0.018580485,-0.71159106,1,5,101544
79.78927,1.1169004,2.6824393,1,5,101550
122.525986,-0.23768154,-1.992862,1,5,101553
156.16623,0.08281789,-2.1728804,1,5,101556
7.089158,0.4461463,2.7504616,-1,5,101560
115.56231,0.15368383,0.28376976,-1,5,101562
151.0444,0.24438927,-2.522451,-1,5,101567
42.35353,0.39644322,2.3462539,1,5,101569
152.72163,-0.17362879,2.0579212,-1,5,101571
86.33519,0.042135894,-0.9065667,-1,5,101574
103.83622,0.4476889,0.75952846,1,5,101579
122.795425,-0.045756374,2.061753,-1,5,101585
22.326576,-0.06078742,2.342088,1,5,101587
65.19601,0.18334377,1.7380474,-1,5,101591
95.88615,-0.18384096,-0.06583383,-1,5,101592
118.61176,-0.48724595,0.12743409,1,5,101593
44.98036,0.3317785,0.140099,-1,5,101597
15.345517,1.3554035,-2.874984,-1,5,101598
104.75499,-0.6379006,-2.038545,1,5,101606
126.891785,-0.06253526,-2.432849,1,5,101608
97.737206,0.42782354,1.5154132,1,5,101621
145.32326,-0.22761624,0.65128005,1,5,101628
3.5767841,0.027328447,2.7817194,1,5,101631
120.00187,-0.4550118,0.674432,1,5,101633
58.175934,0.9244693,-1.0801849,-1,5,101635
54.98292,-0.72545844,-1.8451773,-1,5,101636
153.41174,-0.023834502,2.0037494,-1,5,101642
11.695459,-0.50500184,0.086731516,1,5,101647
32.041878,0.77387595,-0.0016846773,1,5,101650
121.43085,0.49302834,0.91905695,-1,5,101653
105.84444,0.4791531,0.16097368,1,5,101657
40.088875,0.27654243,1.3183945,1,5,101658
36.823875,0.6217046,-0.85115004,1,5,101659
73.96273,0.18192475,-2.184173,1,5,101661
49.957485,-1.3934404,-1.9784886,-1,5,101664
18.747025,1.0282604,-0.024304004,-1,5,101670
35.260437,-0.97647285,0.9541653,-1,5,101673
152.65712,0.035293415,-2.7211745,-1,5,101674
98.01298,-0.41942215,-0.23042911,-1,5,101678
73.02496,0.901573,-2.19591,1,5,101680
79.59903,0.95827895,-0.33660465,-1,5,101683
9.752837,1.8624121,-2.7223952,-1,5,101684
116.34697,-0.51255333,-1.1656207,1,5,101691
97.22385,0.5494187,-0.31196976,1,5,101692
134.79498,-0.27191985,-1.7054483,-1,5,101695
42.84307,-0.66683376,1.658539,1,5,101705
19.52193,-1.9884044,-0.9545742,-1,5,101706
34.70955,0.27139872,0.71503574,1,5,101710
125.20046,0.20586704,0.9603563,-1,5,101711
126.56252,0.6702844,-0.38895187,1,5,101718
66.86985,1.2199854,2.0743334,-1,5,101724
106.66976,0.18931203,-1.6048764,-1,5,101729
33.003464,0.30702287,-0.95656407,1,5,101748
37.185745,0.26068097,1.174123,-1,5,101750
95.73189,0.7858265,1.438189,-1,5,101753
69.23858,-0.2053029,0.25056815,-1,5,101773
79.37235,-0.385055,1.2833179,1,5,101776
33.94709,-0.8493638,0.6910592,1,5,101778
128.16023,0.1516187,2.045182,1,5,101780
106.021706,-0.6577816,-0.6791724,-1,5,101781
87.72247,-0.08534847,-2.2968454,1,5,101782
33.2571,-0.30647668,0.8025634,-1,5,101784
1.3228595,-0.7570215,0.016234305,1,5,101786
23.201788,-0.58451825,-0.031746868,1,5,101788
54.798145,-0.2680428,-1.8561231,-1,5,101798
111.313515,-0.37419027,0.050527446,-1,5,101812
96.98348,0.34943658,0.57033724,1,5,101815
2.6483676,0.6255135,-1.7689203,-1,5,101821
133.25008,-0.32378954,-0.0018558481,-1,5,101836
71.843155,-0.5071555,-0.14884183,-1,5,101837
54.332275,-1.6066358,-1.6151716,1,5,101843
120.716034,0.22363083,2.143632,1,5,101845
30.881968,1.5275365,-0.82444626,1,5,101846
103.757904,-0.4976372,-0.02897265,1,5,101850
3.7418215,0.62967503,1.9732722,-1,5,101852
127.08319,-0.41321546,-0.31066966,-1,5,101854
127.21389,-0.24565355,-1.9264033,-1,5,101856
15.7540245,1.9853723,-0.8380162,1,5,101858
73.34831,-0.8351108,-1.028824,-1,5,101862
100.76042,-0.4503497,0.38445833,1,5,101864
40.38148,0.57154584,-1.2407229,-1,5,101865
24.076647,-1.6611551,2.1154757,-1,5,101867
113.93023,-0.65318996,2.236879,1,5,101868
45.12254,-0.37222818,1.9673196,1,5,101888
13.371312,-1.4040104,-3.1205583,-1,5,101895
71.07913,-1.1079062,-1.0985711,-1,5,101909
58.64078,-0.9848286,2.610881,1,5,101910
125.79983,0.4468366,-2.9318364,1,5,101916
13.447413,-1.9285725,0.9800493,-1,5,101917
8.131517,-2.206816,-2.434387,-1,5,101923
117.59471,-0.5586653,-1.3440361,-1,5,101932
152.95593,-0.25291872,-2.1869588,-1,5,101933
40.610416,0.9752631,0.7153124,1,5,101937
128.59155,-0.37381342,1.6428237,1,5,101939
111.27451,-0.65513676,-3.1067626,-1,5,101946
105.227646,0.10150387,1.9745386,-1,5,101947
52.217472,1.3221059,2.2797666,-1,5,101948
56.83337,0.66977197,-1.0029675,-1,5,101950
146.85452,0.21629508,0.38388842,-1,5,101960
17.57528,1.7184759,-1.6899034,1,5,101963
58.529415,1.2587519,-1.1119694,-1,5,101964
89.664276,-0.729015,-0.16577329,1,5,101965
35.72566,0.5308531,1.0159949,1,5,101967
57.67803,1.1437303,-2.8793905,1,5,101968
38.36714,0.7172854,-2.101995,1,5,101977
57.361927,-0.79515254,-2.6342182,-1,5,101985
131.0088,-0.36240545,1.1231642,1,5,102002
1.5261368,-1.4240124,0.96739364,1,5,102006
50.421436,-0.7216533,2.4773188,-1,5,102012
33.989754,-0.84088147,2.5554194,-1,5,102018
59.183872,0.2977512,-2.040108,1,5,102019
16.24327,-1.0080045,-2.0327013,1,5,102020
3.871816,0.0570612,-2.3745224,-1,5,102025
11.537356,-1.8609165,1.4461544,-1,5,102026
125.30383,0.19743358,-1.7373785,1,5,102030
14.092521,0.2232907,2.687267,-1,5,102032
71.83945,-0.4883839,-1.6119006,-1,5,102034
49.098885,0.3657088,0.4767008,1,5,102036
48.301876,1.1447046,-0.6712325,-1,5,102045
106.290054,0.56782275,2.7964823,1,5,102047
110.217,0.6019653,-2.7864878,1,5,102052
127.98252,-0.3021767,-1.641015,1,5,102058
73.635544,-0.4863279,0.46618807,1,5,102064
