pt_b,eta_b,phi_b,cha_b,fla_b,event
140.04315,0.09140659,-2.815159,1,5,290765
112.85303,-0.12853642,2.502642,1,5,290770
1.8766066,0.2500264,-0.05653232,-1,5,290771
109.667625,0.42186707,-2.073895,-1,5,290780
119.00597,0.39850894,2.9216747,-1,5,290786
102.527534,0.39050567,-2.4104455,-1,5,290790
52.530296,-0.32724288,0.73242384,-1,5,290792
108.29714,-0.590031,-1.0226394,-1,5,290793
111.79855,0.40700424,-0.40202367,-1,5,290796
106.87097,0.4528978,-0.24837536,1,5,290798
30.492836,0.04080339,-0.61238235,1,5,290799
135.24864,0.35453537,-1.381897,-1,5,290800
20.65507,-0.90981215,2.5647173,-1,5,290801
27.593481,-1.1271459,-0.6991851,-1,5,290806
8.366749,-0.9076619,-2.3195927,1,5,290840
30.182589,-0.19290432,0.10763522,-1,5,290842
26.961452,0.44348487,-2.0343535,1,5,290852
62.729465,1.3674914,-2.1162558,1,5,290854
112.05725,-0.041342165,0.9711502,1,5,290865
127.86355,0.12864387,-1.5871111,-1,5,290869
57.328312,0.2508443,0.08421779,1,5,290873
35.317154,1.5947275,2.638032,1,5,290877
66.21668,-1.297198,-2.9313483,1,5,290880
120.89478,0.2374161,2.6781716,-1,5,290881
87.89019,-0.23506223,2.183874,-1,5,290884
35.41058,0.51033515,2.8276107,-1,5,290887
41.780453,-0.34550166,2.8317537,1,5,290892
128.12297,-0.123322114,2.4402423,1,5,290896
91.14576,0.23653461,-1.4945164,-1,5,290908
97.12664,0.7113764,-1.7622795,1,5,290922
28.448128,-1.3311563,-2.4678202,-1,5,290923
150.17421,0.2679887,0.653901,-1,5,290935
129.49268,-0.4916821,-3.0211477,-1,5,290939
50.37561,0.09260302,-0.8831015,-1,5,290943
125.81648,0.45689386,-1.5120806,-1,5,290946
157.74141,-0.10744499,0.97170097,-1,5,290948
80.500336,-1.0724549,0.24265382,1,5,290955
41.82048,-1.8387421,2.4336383,-1,5,290959
113.08044,0.4949349,-1.9111145,-1,5,290961
44.910305,0.5144344,0.20734599,-1,5,290963
35.317524,-0.03883761,-0.8890818,1,5,290979
109.353134,0.2419545,-2.796139,-1,5,290981
53.109966,0.06882401,-2.3864875,1,5,290987
93.30274,0.8753618,1.5414495,1,5,290988
29.728046,-0.90608376,-2.1308098,-1,5,291000
121.6132,-0.17974561,2.9373128,1,5,291012
88.85924,-0.76630735,2.9092178,1,5,291015
7.607445,0.5334793,-1.3190819,-1,5,291017
106.00675,0.87752813,0.9660336,1,5,291018
81.06393,0.63754416,-1.4946301,-1,5,291021
9.36314,1.364645,-2.7123685,-1,5,291024
115.69048,-0.65863115,2.987174,-1,5,291029
1.7890048,1.092065,3.0788205,1,5,291031
9.144317,2.2384064,1.9586949,1,5,291038
117.63446,-0.10684539,2.0674245,1,5,291040
64.98848,0.752427,-1.5440552,1,5,291046
1.2832664,-0.3790695,-2.963132,-1,5,291049
150.5344,-0.06673687,-2.53072,1,5,291059
36.29294,-1.4274024,2.0835638,1,5,291063
114.01136,-0.5470072,-1.7944194,-1,5,291065
137.31004,-0.21694449,-2.446788,1,5,291067
83.81451,0.7910058,2.6575315,1,5,291068
32.712734,1.3388865,-2.0514138,-1,5,291077
95.752655,-0.7039937,-2.7269447,1,5,291084
116.88806,-0.027260458,-0.17174982,-1,5,291087
20.52082,-0.72517097,2.7742548,1,5,291094
14.721156,1.6716598,1.8931673,-1,5,291097
84.79158,0.4135034,-1.1339364,-1,5,291109
54.347485,-0.79799575,1.6045706,1,5,291111
109.79716,0.4833698,0.6528857,-1,5,291118
38.590816,-0.3466864,-1.9011977,-1,5,291134
92.95055,-0.6914184,0.055165917,1,5,291140
86.50314,-0.89414126,-0.23533837,1,5,291150
21.096441,-0.88983905,-2.5865734,1,5,291158
90.79722,-0.28016615,-1.6167372,1,5,291171
125.94905,-0.62478036,0.2768389,1,5,291185
44.02289,-0.1784639,0.8557594,-1,5,291194
139.37698,-0.34044048,-3.0402346,1,5,291211
19.65245,1.4970847,-0.037069816,1,5,291212
138.2278,-0.17638382,-1.9216163,1,5,291218
2.2145271,0.3872494,1.5740211,1,5,291236
93.16636,0.684279,2.2022164,1,5,291238
35.458706,0.86781657,-1.8728213,-1,5,291250
138.4008,-0.050959535,0.22563611,1,5,291252
32.350906,0.72640616,1.5615734,1,5,291255
41.098152,-0.50220007,0.11916201,-1,5,291261
40.56221,0.73126346,0.013408614,-1,5,291264
119.863304,0.5769238,0.10315388,1,5,291268
92.103745,0.89345735,-1.7800323,1,5,291269
19.63775,0.7330515,2.924964,-1,5,291271
64.5997,0.23199391,2.8089948,1,5,291272
63.67416,-0.43592232,-2.8672261,1,5,291275
2.4535298,0.057963308,0.2572574,-1,5,291276
17.690638,1.7376305,-2.1378503,-1,5,291283
25.434797,2.0130987,-2.7280245,1,5,291290
14.507571,2.4588807,-0.44695738,-1,5,291291
105.68113,-0.19257227,-0.6495159,-1,5,291298
123.90909,-0.13543454,-0.93961877,1,5,291301
23.018698,0.7993048,0.82150656,1,5,291304
61.196358,-0.572547,-0.16397472,-1,5,291305
1.2814696,0.6304541,0.2995144,1,5,291312
73.9123,-0.6118552,0.3933659,1,5,291313
11.853398,-2.218601,-0.42926282,-1,5,291324
94.21868,0.82076764,0.4946343,-1,5,291329
50.27492,-0.49381912,1.1145625,-1,5,291331
5.3062935,-1.0307925,0.5494243,1,5,291332
29.047064,1.185767,-1.3344381,-1,5,291339
43.851498,-0.16853154,-0.42365927,-1,5,291344
54.949596,1.4851432,-1.489488,-1,5,291351
126.13874,0.025881238,1.5593113,1,5,291355
14.8428955,-0.21198563,-0.42226526,-1,5,291365
115.346634,-0.5866151,3.0754845,1,5,291375
37.455242,1.4454155,2.1913311,1,5,291376
39.771244,0.17404214,-3.1192381,-1,5,291386
53.82529,0.21644005,2.8514824,1,5,291387
92.754234,-0.23031998,-2.667853,-1,5,291388
30.02113,0.8468194,2.3853548,-1,5,291393
52.796383,-0.45081842,2.1266773,-1,5,291397
104.55317,-0.4058222,0.7446237,1,5,291404
22.686436,0.9236056,1.086387,1,5,291406
55.533775,-0.5227313,-0.60760546,-1,5,291407
84.610344,0.8346664,-0.47149482,-1,5,291420
91.98906,0.9067451,-1.5432386,1,5,291421
45.359745,0.1855128,-1.4676241,-1,5,291423
18.026873,1.4117627,-2.6215336,-1,5,291424
86.59634,-0.6415262,3.1117926,-1,5,291426
143.70364,-0.19313331,-1.9987901,1,5,291433
37.51838,0.6197097,-1.6579139,1,5,291436
30.540085,-0.7661944,0.46741116,-1,5,291447
114.06824,0.53858566,-2.574388,1,5,291452
51.897488,-0.2614529,-0.78955823,-1,5,291471
43.87071,1.4138594,0.5854272,1,5,291476
13.559455,-1.5808344,-0.55181485,1,5,291484
68.96671,-0.2746743,1.5063758,1,5,291485
45.11527,-0.18221967,-1.8933914,1,5,291495
41.655796,0.12532276,0.24562164,-1,5,291510
111.19467,0.75337976,-2.019334,-1,5,291514
58.27463,0.5953962,2.164799,-1,5,291516
29.600044,-1.4870405,-1.6822097,-1,5,291532
42.82121,-0.32393587,-1.286136,1,5,291539
34.883568,0.39463952,3.0939279,1,5,291543
147.63187,-0.31651267,2.8673606,1,5,291550
44.239662,1.4328958,1.9724878,-1,5,291551
72.64784,0.10474458,0.097508974,1,5,291560
49.839314,0.30962685,1.3176268,-1,5,291567
134.8778,0.19803336,-1.5392787,1,5,291576
119.87825,-0.14815316,-0.76095086,-1,5,291579
13.48372,-1.9044231,0.21102275,1,5,291581
116.315414,0.31765437,0.51972157,-1,5,291601
32.58464,0.027304655,2.5963361,-1,5,291602
2.2851226,0.9331888,-0.78312856,-1,5,291603
37.984825,0.58539116,1.6206152,-1,5,291605
48.8421,0.017457245,-1.2956859,1,5,291613
5.710409,-2.5505037,-2.2562964,1,5,291615
109.36197,0.03999867,2.7854853,-1,5,291631
139.89188,0.20271039,0.024917375,1,5,291648
46.696556,1.6509902,2.6875021,-1,5,291654
15.576479,2.114085,2.7214153,-1,5,291668
117.51915,-0.31955922,0.56660974,1,5,291672
76.46152,-1.1714245,1.2547524,-1,5,291674
49.293846,-1.5406681,0.03697596,1,5,291676
106.95316,0.24256557,0.34306335,1,5,291680
90.245895,-0.12452351,-0.6279688,1,5,291683
32.881397,-0.8315413,0.9671585,1,5,291686
42.588184,-0.6223582,2.948597,1,5,291687
43.93221,-0.4870857,0.21518992,1,5,291689
130.09541,0.48452923,-1.513239,-1,5,291697
82.03072,1.1633797,0.3057966,-1,5,291710
69.944626,-0.44479525,-0.21659784,-1,5,291712
100.17997,-0.4040014,1.6465212,1,5,291721
54.684486,-0.04324008,-1.295729,1,5,291725
129.9542,0.2749266,-1.8807144,-1,5,291726
118.043045,0.19208919,0.23086613,1,5,291733
147.07996,-0.352229,0.4512775,-1,5,291738
37.667084,-1.7751594,1.922189,1,5,291743
10.971848,-1.5968708,0.54296005,1,5,291745
15.721806,-0.5206006,-1.8561231,-1,5,291754
114.00841,0.4504526,0.23522143,1,5,291760
138.34775,0.07045768,-0.031639207,1,5,291763
47.078133,0.31638098,0.38936603,-1,5,291777
88.94184,0.22427757,1.3896478,1,5,291780
50.531124,0.14042975,-0.5267193,1,5,291784
68.05887,1.0996135,0.7916519,-1,5,291789
58.586082,-0.09700955,-2.416491,1,5,291796
56.12731,-0.6443377,1.6360381,-1,5,291797
112.13222,-0.4423574,-0.26643187,-1,5,291807
114.83186,-0.18148515,1.0735651,-1,5,291811
58.969368,0.46789646,2.4764698,1,5,291812
53.623116,0.2006054,1.6599729,1,5,291815
129.24957,0.48516816,2.8494556,1,5,291826
87.599915,0.051614497,1.0878294,-1,5,291838
1.4512833,-0.6743111,-0.71022624,-1,5,291841
41.513668,1.0423759,-2.2058792,-1,5,291845
49.689754,-0.09987859,-2.0140874,-1,5,291847
18.477415,-1.5412343,0.40552855,1,5,291852
42.262993,-1.2423002,1.6144956,1,5,291859
25.473873,0.84145933,-0.4901845,1,5,291861
105.57611,-0.6106416,1.0981396,-1,5,291870
45.00859,-0.7144487,-3.095379,1,5,291880
90.91308,0.82120335,-2.382777,1,5,291882
78.83473,1.0449893,-1.2030618,1,5,291895
127.624855,0.2607202,-2.7544029,1,5,291903
12.666818,1.186169,1.611465,1,5,291909
54.031097,0.23800069,2.4322038,1,5,291913
157.93338,-0.13350531,-0.9040014,-1,5,291919
133.6682,-0.39423314,-0.7491255,1,5,291923
54.08938,-0.40556046,-1.1342618,-1,5,291933
55.871586,0.50904006,1.1431723,1,5,291944
99.891815,0.2966974,0.9729992,-1,5,291946
79.84742,0.71513367,-2.9746628,-1,5,291951
82.71029,-1.1643463,0.64207184,-1,5,291953
66.929405,-0.31328532,-0.37476,-1,5,291954
78.01976,-1.1692891,2.6074755,-1,5,291960
24.429478,-2.1897519,0.8578688,-1,5,291970
113.34073,0.27466747,-0.291368,-1,5,291978
140.82854,0.25391498,2.363949,1,5,291979
143.4979,0.20153604,-2.072173,1,5,291982
64.79088,1.0766789,-2.8111804,-1,5,291985
42.753136,-0.8096079,2.912785,1,5,291989
21.3683,1.7033949,-2.2940907,1,5,291996
126.14596,0.17396586,-1.0389642,-1,5,291998
33.56517,0.9469785,3.0358531,1,5,292004
45.624004,0.35737577,2.5481908,1,5,292012
30.547945,-0.79731816,-2.4010615,1,5,292018
95.434494,0.80461144,-0.07296591,1,5,292020
32.305412,-0.216215,-2.6477385,-1,5,292022
19.780218,-1.0501747,2.0410047,1,5,292025
88.34482,-1.0419414,-2.266527,-1,5,292030
21.444237,-1.5314198,-0.26721317,1,5,292035
107.92126,-0.58503765,2.994749,1,5,292038
146.30609,0.26583964,-2.1870708,1,5,292042
20.560658,1.122577,-0.016755724,-1,5,292044
151.66197,0.37820765,-0.25088558,-1,5,292045
127.38079,-0.43304688,2.9219434,1,5,292048
139.09685,0.016650995,-1.489995,1,5,292049
96.793594,0.6434201,0.16181044,-1,5,292057
110.407135,0.46826074,2.0578933,1,5,292066
41.05686,0.42258415,-1.5545987,-1,5,292069
114.30653,0.4019416,-1.7796739,1,5,292073
136.88805,-0.5014509,0.99338263,-1,5,292082
131.6124,-0.2229718,-0.33102396,-1,5,292095
25.572641,0.75140876,0.512579,-1,5,292098
107.34217,0.8464801,-0.05159938,1,5,292100
14.2765665,-1.6566299,-1.5714356,1,5,292101
96.914024,-0.8265727,0.6404291,1,5,292105
65.75106,-0.4450611,-1.027453,-1,5,292106
98.12285,0.76368344,2.688154,1,5,292108
87.92492,-0.40198284,-1.2725639,1,5,292121
30.294046,-0.6659885,-1.2732327,-1,5,292124
112.23609,-0.5896086,2.9874957,1,5,292129
30.296522,-1.2683923,0.6735223,1,5,292134
62.546207,-1.3427241,-0.22217403,-1,5,292140
34.52728,0.471695,-0.5181272,-1,5,292146
61.703434,-0.510594,-1.5632759,-1,5,292150
23.010212,0.7812862,-2.2436662,-1,5,292155
131.2587,0.4839362,0.22602986,1,5,292159
41.673573,0.8313968,-1.2868848,1,5,292167
102.26589,0.7991114,0.9191904,1,5,292170
131.113,-0.36654982,2.445005,1,5,292173
92.936844,0.77191156,0.108564876,1,5,292174
158.17606,-0.05343172,-2.9863935,-1,5,292184
56.554058,-0.42550856,1.357818,1,5,292192
124.304245,-0.47564533,0.811478,1,5,292214
3.4981656,0.37769973,-2.2986584,1,5,292215
87.778336,0.40778315,3.0832329,1,5,292219
83.21401,0.14487705,2.8974688,1,5,292221
56.521988,0.6970953,1.8316948,-1,5,292228
106.34761,-0.29333422,-1.5807288,1,5,292237
8.877008,-2.336366,2.3551211,-1,5,292244
142.65741,-0.04815916,1.9346055,-1,5,292247
52.482346,-0.13160951,-2.0492022,1,5,292250
28.06033,1.6568898,-0.97373855,-1,5,292259
123.91001,-0.5049223,0.8960024,-1,5,292266
47.449547,1.6634842,-0.06725367,-1,5,292322
12.649388,-0.69889694,0.9546458,-1,5,292329
9.947758,0.3550371,-1.623848,1,5,292332
29.83006,0.48765883,1.6662719,1,5,292336
6.8378577,0.8330716,2.3920445,1,5,292338
13.973232,1.5492281,1.0624558,-1,5,292348
17.92581,-0.24848256,2.4948928,-1,5,292351
37.175835,0.055816356,-1.1209291,1,5,292353
108.78502,0.492364,-0.3754715,1,5,292360
23.23584,0.8611549,2.758173,-1,5,292369
143.46428,-0.13218123,-0.6327579,1,5,292373
73.40171,-1.0365098,0.17913662,1,5,292376
83.195496,0.19020134,-2.669819,1,5,292383
132.41214,-0.15151155,-0.2846496,-1,5,292384
44.903233,-1.2369603,-0.7526898,1,5,292399
119.475716,0.30450064,0.55808073,-1,5,292400
28.790773,-2.2840254,-2.7694044,-1,5,292405
136.49466,0.09281437,-1.0398654,-1,5,292409
37.23478,-0.4446239,-0.38048542,-1,5,292411
37.04805,-0.25111,0.019303601,-1,5,292414
1.639766,-0.4465232,-2.9694662,-1,5,292417
148.04271,-0.38316607,-2.0187397,-1,5,292421
117.8845,0.2992323,-1.3823245,-1,5,292423
22.390339,1.1391753,-1.9852986,-1,5,292441
124.4565,0.49485803,-0.32433724,1,5,292445
3.0844877,-0.5710131,2.0819378,1,5,292451
31.283705,-1.4621384,2.5986233,1,5,292452
68.56708,1.2729928,-0.5232077,1,5,292455
64.172935,-0.72759426,-1.0818349,-1,5,292468
28.705738,-0.78805846,-0.7215971,1,5,292469
3.6511831,-0.6065723,-1.5558268,-1,5,292471
46.123463,0.266997,-2.9257927,-1,5,292472
40.0688,1.0182672,-2.229765,-1,5,292475
62.9009,-1.3059871,-2.007225,1,5,292478
117.384766,-0.2195278,-0.91019654,1,5,292484
41.185276,-1.7814361,-0.5790543,1,5,292485
66.58524,-0.88029474,1.0142415,-1,5,292487
126.82315,-0.24195385,1.1957428,-1,5,292493
71.687035,1.0972192,-3.0966346,-1,5,292495
9.084188,2.288099,-2.847517,1,5,292498
151.43747,-0.32190433,2.2369986,1,5,292499
97.404785,-0.15015541,1.0390481,-1,5,292506
42.32663,-0.257746,3.0961006,-1,5,292509
58.317368,0.62113994,-0.31201106,1,5,292511
43.18881,0.39494047,-1.6751835,-1,5,292514
43.255978,0.08391513,1.1469287,-1,5,292536
66.5279,-0.35510254,-1.829031,1,5,292538
103.27041,0.8707106,0.7741026,-1,5,292550
42.374416,-0.71049106,-1.661434,-1,5,292551
99.27731,-0.024198962,-1.3283954,-1,5,292553
130.9804,0.16545115,-1.7755778,1,5,292555
109.27771,-0.05799162,-1.5695455,-1,5,292557
1.7104805,-0.0643671,2.3501909,-1,5,292564
80.513275,-0.3745296,1.1035268,1,5,292565
107.19157,-0.15234323,-0.63859296,-1,5,292567
57.791153,1.5449055,-2.7633312,1,5,292568
67.362175,-1.2502813,3.1183972,-1,5,292570
144.36884,0.1741988,1.1435357,-1,5,292577
119.001175,-0.100746736,1.1112173,-1,5,292587
8.565176,1.2360866,-1.3687565,1,5,292588
1.1007397,0.44906816,-0.9280195,1,5,292589
96.13282,-0.5134224,-2.0669627,1,5,292600
91.97972,0.6020448,2.8182983,-1,5,292610
111.29519,-0.2606536,0.91088104,-1,5,292612
151.6774,0.24148983,-0.37266555,-1,5,292618
123.2444,-0.5308572,-0.40477496,-1,5,292624
159.54729,-0.17166553,-2.0667574,-1,5,292637
82.895744,0.039801594,-2.0230076,1,5,292638
155.46602,-0.20798808,-2.7796552,1,5,292647
119.30497,0.18549506,-1.920206,1,5,292662
19.43177,0.50902325,-0.73134536,-1,5,292667
60.1351,-0.12118293,1.4115567,-1,5,292670
109.622536,0.46586373,0.23876153,1,5,292671
108.36407,0.9274598,-0.57084495,1,5,292675
45.499702,-0.61745876,2.574501,-1,5,292677
14.932111,-1.6401324,1.2707963,-1,5,292688
97.32422,-0.9492636,-0.8359444,1,5,292689
143.96965,-0.2537696,2.3389037,1,5,292691
102.12196,-0.23685627,-1.6833463,-1,5,292694
111.38314,-0.5670764,1.7650515,1,5,292697
1.9262422,-0.3692295,-0.40958837,-1,5,292703
120.53812,-0.56188047,-1.7390627,-1,5,292711
153.66733,0.16279642,-0.23457102,1,5,292713
99.798965,-0.3301034,-1.5210263,-1,5,292714
94.66395,0.64640117,-0.5817452,1,5,292719
72.42835,1.3247446,0.92617565,-1,5,292723
115.351265,-0.4251982,-1.6344931,-1,5,292725
141.4556,-0.36068213,2.752547,-1,5,292739
29.526623,-0.8018956,-2.66858,1,5,292744
116.75979,0.29819998,-2.850884,1,5,292748
21.112896,1.3809919,2.739558,-1,5,292749
34.82891,0.9016779,-1.3858522,-1,5,292750
88.21878,0.7271637,-1.0163409,-1,5,292754
41.055107,0.63949627,-0.9795716,-1,5,292755
53.045216,-1.5342184,-1.7502863,-1,5,292770
128.34207,0.05031433,1.7370268,1,5,292771
105.23365,0.73255086,2.6978118,-1,5,292776
45.83364,-0.43153206,1.7877932,-1,5,292777
33.621475,-0.97770464,2.865826,-1,5,292785
111.83694,-0.629186,2.0783274,-1,5,292789
30.729286,-1.0793247,1.1272134,-1,5,292800
100.65927,-0.05923468,-0.32655653,1,5,292807
107.92951,0.11997869,2.1001387,-1,5,292816
112.81378,0.4052634,1.10571,-1,5,292818
115.19942,0.651312,2.4841604,-1,5,292822
81.01967,-0.9417852,0.7830425,1,5,292832
136.65872,-0.14532067,2.0921519,-1,5,292838
85.29587,0.20561028,-1.8285244,-1,5,292843
26.879274,-0.71212494,0.7190216,-1,5,292844
142.82318,-0.4676373,-0.29252446,-1,5,292852
76.03809,-0.17463788,-0.19788456,1,5,292853
126.87627,0.18499923,0.6227967,-1,5,292854
95.10567,-0.42614746,2.2732496,1,5,292860
35.79959,0.83481437,-0.22169593,-1,5,292866
86.45737,-0.92174715,0.5031357,1,5,292867
40.679108,0.18237685,-2.5193877,1,5,292869
118.58697,0.11653758,-1.95799,1,5,292873
55.32207,1.5420337,-2.562841,-1,5,292878
44.360783,-0.8165919,0.6528198,1,5,292879
22.987814,1.4560152,-2.2689235,-1,5,292887
111.089714,-0.04856752,2.2949836,1,5,292888
111.021225,-0.7208256,-2.6680288,1,5,292890
110.76692,0.70868933,-2.322727,1,5,292891
24.578344,-0.97633433,-0.9869684,-1,5,292892
39.998615,-1.1432406,-1.5661802,1,5,292898
34.313583,-1.1487738,2.5661163,1,5,292899
20.76174,0.8014396,2.8972268,-1,5,292905
108.80972,0.5900857,-1.8032064,-1,5,292915
121.99326,-0.03601229,1.1047237,1,5,292934
50.38039,-0.71391004,0.6506371,1,5,292940
107.878845,0.39468274,0.20593987,1,5,292946
117.4719,0.07647736,1.7713609,1,5,292952
19.77726,1.1575509,3.0334241,-1,5,292954
57.306755,0.6118842,-1.2137735,-1,5,292965
72.771996,-0.004733361,-1.9816658,1,5,292973
39.16752,-0.58254904,-1.2014672,-1,5,292976
38.85576,-0.037834905,1.3751941,1,5,292983
1.3199058,0.52693146,0.8217926,-1,5,292984
85.10739,-0.51840776,-1.2737873,1,5,292995
140.17822,0.10912757,0.82917243,1,5,292996
74.791336,-0.94315535,0.7755052,-1,5,292998
94.36796,-0.9265751,0.25188792,-1,5,292999
27.534063,0.71458757,3.071247,1,5,293007
25.320145,1.2336625,2.5181148,-1,5,293013
88.69574,-0.95711017,-2.051952,1,5,293014
29.908758,1.2088404,2.4005673,-1,5,293016
109.13751,0.70530266,1.2613926,1,5,293019
83.44296,0.09004264,-1.3070942,-1,5,293026
4.7044787,-0.53477466,1.2352664,1,5,293028
99.20485,-0.659113,-2.6200485,-1,5,293029
114.19236,-0.30482522,0.6650232,-1,5,293035
105.92173,0.083476186,-0.3913392,-1,5,293039
89.71019,-0.2958286,1.0705906,1,5,293042
106.67959,0.81461143,3.0547545,1,5,293045
31.316187,0.2284879,-1.958364,-1,5,293048
99.67919,-0.3886871,0.7308161,1,5,293050
47.54271,0.78962505,2.2459722,-1,5,293051
132.92323,-0.6558176,1.9459549,1,5,293065
5.911782,-2.5885398,-1.4169511,1,5,293066
129.77316,-0.29130515,0.37665802,1,5,293067
22.805387,0.3887777,-3.0603406,-1,5,293070
37.204643,1.5801516,-2.3193715,-1,5,293074
27.124498,1.8216791,1.8692671,1,5,293075
129.2311,0.026003039,3.1398063,1,5,293085
56.423717,-1.3301994,2.2858596,-1,5,293095
12.120378,-1.6192786,-2.8890402,-1,5,293096
49.0898,-0.45683923,1.2686739,-1,5,293107
103.086685,-0.44621125,-1.0509537,-1,5,293119
40.57165,0.41363496,0.80073714,-1,5,293121
24.62878,-1.056805,-2.004061,1,5,293127
89.57662,0.050988186,2.892296,-1,5,293128
34.6216,-0.5010316,-2.520925,1,5,293134
118.76487,0.54008424,-1.5874385,1,5,293136
89.77023,0.8605589,2.0890262,1,5,293141
25.685019,-1.2629614,0.1781953,-1,5,293142
66.374146,-0.26406977,1.6877266,1,5,293147
120.66229,0.10551717,0.8581948,-1,5,293152
118.261505,-0.7554756,0.16664235,-1,5,293158
43.324226,-0.66130006,-1.2766145,-1,5,293159
18.717485,-1.8285725,2.2017236,-1,5,293163
87.58932,0.8594086,3.104792,1,5,293181
85.22405,-0.06650523,0.3584852,-1,5,293182
69.05012,0.0692616,-0.96565026,-1,5,293190
4.9347153,0.4227573,1.5148898,1,5,293191
152.254,0.23688199,-1.9106712,-1,5,293198
109.867935,0.2455303,-0.7864966,-1,5,293201
7.370441,1.8582698,-0.2782697,-1,5,293202
99.12602,0.8321176,1.2318927,1,5,293204
18.37181,0.9652546,1.6326317,1,5,293214
37.45079,1.6369411,2.700205,1,5,293217
93.19036,1.0341986,-1.0678844,1,5,293218
79.889336,-1.1078845,-1.0829664,1,5,293219
29.820774,0.78211594,-1.7314657,-1,5,293220
37.468147,-0.35669872,1.8589746,1,5,293222
115.26605,-0.84470296,3.035205,1,5,293223
39.64872,0.20701575,1.0465803,-1,5,293229
89.162224,0.33348632,-2.0081356,1,5,293231
147.77957,-0.19679095,-2.309796,1,5,293233
73.72716,-1.1974251,-0.051799,1,5,293234
149.46373,-0.28442445,-2.44933,1,5,293236
156.22751,0.20422365,-2.4446318,1,5,293239
85.25881,-0.89436954,1.0853121,-1,5,293240
45.457325,-0.07471733,-2.0312343,-1,5,293247
16.305052,0.0272766,1.462504,1,5,293251
64.044586,0.052040175,2.314372,1,5,293264
119.35699,0.39587674,-0.53964645,1,5,293267
128.82686,0.17999564,-1.9300576,1,5,293277
22.329243,-1.1967539,-2.807342,-1,5,293278
64.19392,0.31412524,1.0275588,1,5,293281
119.91171,0.04163882,0.71674603,-1,5,293285
146.50282,0.33846635,-0.44643167,1,5,293289
116.35133,0.7390144,1.0649335,-1,5,293292
110.83629,0.66191894,-2.0285916,1,5,293293
24.76827,-1.3416579,-1.5658962,-1,5,293301
150.75941,0.2334761,1.2500556,-1,5,293307
44.570503,-0.64239025,1.3477607,1,5,293312
88.939026,-0.7819238,1.9481041,-1,5,293313
26.678707,0.907582,-1.2367425,1,5,293314
93.72993,-0.09069618,-2.109147,-1,5,293316
104.95952,-0.80963224,-1.0398924,-1,5,293317
105.009575,-0.23430802,-2.470553,1,5,293318
63.023457,-1.3383313,2.2261012,1,5,293319
90.02393,-0.50797933,-2.2015696,1,5,293327
27.959055,1.239529,-2.503273,1,5,293328
10.580892,1.6887716,-1.7826369,-1,5,293333
24.86022,-0.9593099,0.6922396,1,5,293334
134.15617,0.049523834,0.05157265,1,5,293335
41.983143,0.525008,-2.493982,-1,5,293339
123.40576,0.7130789,2.8613026,1,5,293341
76.41845,-0.17671886,2.108465,1,5,293348
126.98099,-0.14727224,1.9158121,-1,5,293353
95.03656,0.15893093,-2.0700989,-1,5,293355
65.31144,-1.3979616,2.718719,-1,5,293359
79.87421,0.12614477,2.0032995,-1,5,293369
108.064674,-0.065419406,2.7933207,-1,5,293375
24.643051,-1.2042667,0.3658871,1,5,293377
43.046738,-1.8275717,0.850838,1,5,293381
51.056263,0.96181875,2.673363,-1,5,293382
115.36758,-0.42366964,-1.5716026,1,5,293391
57.527256,-0.4397086,-2.1190102,1,5,293397
128.80084,0.4361103,-0.7699133,1,5,293400
15.113136,-2.1687853,2.3704033,-1,5,293413
45.965633,0.876028,1.3046721,1,5,293417
105.70689,-0.33233753,0.26481092,1,5,293433
55.5229,-0.60452175,-1.8472406,1,5,293437
82.54436,-0.36809945,-2.7651343,-1,5,293441
5.9049807,0.6764959,0.080809176,1,5,293444
54.89958,0.16225764,-1.5361971,1,5,293446
54.907825,1.0785923,-1.432563,-1,5,293457
12.594253,-2.139594,-1.8782248,-1,5,293460
117.96496,0.14750046,1.131823,1,5,293461
33.73498,-1.0699412,0.09815793,1,5,293463
102.95658,0.40112263,0.84080946,-1,5,293464
63.01849,-0.08504543,2.2804942,-1,5,293465
71.082214,-1.0306696,0.3269708,-1,5,293470
62.499424,1.0525452,0.4344493,-1,5,293476
125.42714,-0.17808285,-1.5392817,-1,5,293478
1.0036042,1.0922776,-1.547203,-1,5,293481
96.668655,-0.6561734,1.6293292,-1,5,293483
30.164415,0.6504989,-1.524285,-1,5,293488
44.03155,0.14975855,1.2173566,-1,5,293495
118.28844,-0.33485582,2.835184,-1,5,293499
87.12526,-0.9147141,-2.7080421,1,5,293510
29.561167,-0.9679158,0.7886401,1,5,293513
17.121483,0.05045157,-2.5136936,-1,5,293514
45.924034,-0.4699882,-2.0934598,-1,5,293520
147.68994,-0.121638715,-2.0694773,-1,5,293522
124.40046,-0.24401595,-2.439737,1,5,293523
130.04123,-0.025271464,1.5532897,-1,5,293531
109.42161,-0.55789363,-2.136065,-1,5,293533
139.203,0.29237255,0.4028576,1,5,293535
31.160038,-1.0044483,-2.6567512,-1,5,293537
130.12556,0.005997816,-2.904108,-1,5,293539
132.92593,-0.5576036,2.0538251,-1,5,293541
135.46573,0.40555742,-0.2321926,1,5,293544
29.06605,-0.19717307,1.3183047,1,5,293546
62.640636,-0.59451437,-1.8949436,1,5,293550
40.11323,-0.41873556,2.3204663,-1,5,293551
