pt_s,eta_s,phi_s,cha_s,fla_s,event
1.6986306,0.57318294,2.0315506,-1,3,272876
57.8791,-0.12738907,-2.6969292,1,3,272877
74.20677,-0.27243766,-2.7849882,-1,3,272880
29.837847,1.1538014,1.8450037,1,3,272884
142.40698,0.08174047,1.1729164,1,3,272885
12.972642,-2.1504965,0.5945967,1,3,272886
118.688255,-0.6025607,-2.4179926,-1,3,272888
116.9301,0.460099,3.1059322,-1,3,272890
61.047592,-0.16293171,-2.082011,-1,3,272896
64.62527,-0.22648959,-2.978186,-1,3,272903
10.940577,-1.0018425,2.738959,1,3,272911
132.66122,0.0945912,-2.0141838,1,3,272913
94.90142,-0.89810693,1.9475981,1,3,272914
37.18842,-0.2461598,-0.72213227,1,3,272916
53.593735,0.18895575,2.6249743,-1,3,272923
134.55374,0.041874867,0.18119179,-1,3,272931
37.15247,0.797764,-2.8583257,1,3,272932
143.61028,0.12058294,-2.727759,-1,3,272938
78.39696,0.65039945,1.4002391,1,3,272947
69.0293,1.3209119,0.43279704,1,3,272949
118.48142,-0.80322814,-0.8427907,-1,3,272953
124.922066,0.07033391,-0.030038504,-1,3,272962
58.374077,-0.39686576,2.1638808,-1,3,272963
124.33084,-0.13078292,2.6156666,-1,3,272970
34.826817,0.8019804,1.4160196,-1,3,272975
154.97942,-0.050833605,-2.9412913,1,3,272978
59.788013,0.52339053,3.0805492,-1,3,272996
125.37996,0.1274817,2.7307906,1,3,272998
125.57014,-0.26851413,-0.19507836,-1,3,273005
92.602325,-0.95518816,-0.09828486,-1,3,273009
41.37875,-1.8717597,-0.26618028,1,3,273014
39.663082,-0.5903743,1.9487545,1,3,273015
48.511284,-1.5702,-2.2008204,1,3,273016
118.148796,-0.070405945,0.27401817,1,3,273022
97.01681,-0.42676288,-2.1281993,1,3,273023
89.05439,-0.9331987,-1.0240744,1,3,273027
19.70639,-0.7247719,-0.12261568,1,3,273029
107.63427,-0.38279366,-2.3302457,-1,3,273030
4.585696,0.121660136,-0.48195118,-1,3,273034
120.75238,0.45035756,2.3498762,-1,3,273052
40.287018,-0.5953776,0.35630423,1,3,273072
136.59834,0.18075089,1.5518911,1,3,273080
101.6175,0.5468155,2.6036053,1,3,273087
26.402758,-0.8022962,0.32743102,-1,3,273088
39.927906,0.43432727,1.9607979,1,3,273092
135.62904,0.011318269,0.85775757,1,3,273094
1.0687433,0.04420861,-1.381397,1,3,273117
150.38199,0.21043058,2.1098678,1,3,273124
54.98618,0.5685874,2.1729107,-1,3,273127
57.509033,1.0146447,-0.34564826,1,3,273132
26.183847,0.99887204,1.0811105,1,3,273154
40.875816,-1.4487954,0.7468519,-1,3,273159
35.307438,1.2436689,-3.081444,-1,3,273165
103.56458,0.7779072,2.6683319,1,3,273170
99.198296,0.4711193,-0.23097134,-1,3,273174
150.88324,0.19477433,-2.2398965,1,3,273177
40.48803,-0.508034,-2.1077182,1,3,273178
82.2241,-0.66216606,0.9148675,-1,3,273191
30.662073,0.8951378,-2.299748,1,3,273195
133.41238,0.22785969,1.1337279,1,3,273202
29.154793,1.0286436,-1.1841278,1,3,273203
63.8983,-0.039877623,3.1162713,1,3,273208
43.35759,0.4813605,2.2001343,-1,3,273213
97.83533,-0.85383976,-2.8079002,1,3,273215
116.9393,0.31862321,2.3659344,1,3,273224
86.748764,-1.1404527,2.1846125,1,3,273236
75.46901,0.69139445,-1.9445806,1,3,273237
116.78161,0.26263574,-2.5810282,1,3,273238
58.156506,-0.4495707,-0.27784964,-1,3,273241
37.50358,0.68713284,0.4096189,-1,3,273242
122.535126,0.23320425,-0.8791485,1,3,273243
13.27738,1.8626595,-0.11327384,-1,3,273247
38.390385,0.5138956,1.7209972,-1,3,273261
53.819454,0.09833913,-0.8682845,1,3,273264
31.730257,1.1369795,2.170177,-1,3,273268
155.37663,0.05527123,-1.66086,-1,3,273273
53.889507,-0.5504112,-1.347711,-1,3,273279
110.25602,-0.4312925,-1.1362183,1,3,273285
109.006546,-0.74089336,2.5968003,1,3,273297
36.25537,-0.41380188,2.33588,1,3,273303
83.80055,-0.19580996,0.14126931,-1,3,273312
121.932976,-0.31944418,2.5275822,-1,3,273318
32.643032,-0.99489087,2.8847709,1,3,273321
134.80421,-0.6228777,-1.9249448,1,3,273323
111.937195,0.6726311,1.1029822,-1,3,273336
143.86897,-0.08119323,2.8554134,-1,3,273351
34.157482,-0.6689384,-1.912266,-1,3,273352
131.93985,0.14603037,1.9127442,-1,3,273363
86.0644,0.8176264,2.164955,1,3,273370
49.88469,0.357315,2.225121,1,3,273373
43.792744,-1.4758521,-1.3535014,-1,3,273374
137.88113,0.0551761,1.1896697,1,3,273380
104.67985,0.5522122,1.1955018,-1,3,273389
108.42947,-0.33722514,-1.3904897,-1,3,273396
18.25705,-1.7477806,1.5076755,-1,3,273399
140.73564,-0.12861295,0.8953722,1,3,273400
36.291058,-0.840781,0.9460313,1,3,273407
118.617325,-0.2348314,2.0772412,-1,3,273408
143.23288,0.0003278538,0.025554843,1,3,273411
130.33022,0.27736443,-0.15897451,-1,3,273412
152.0602,-0.15208831,0.46224058,-1,3,273418
60.61423,-0.7075601,1.0189615,-1,3,273437
91.83102,-0.2910766,-2.436361,1,3,273443
27.773941,-1.0362433,-2.2474325,1,3,273458
105.02976,0.40992582,1.1270909,1,3,273462
104.83089,0.6235266,1.03974,1,3,273463
127.664764,-0.31004342,2.4864902,1,3,273464
120.750145,-0.7889638,-2.2823277,1,3,273471
147.07166,-0.16697012,-1.5940293,-1,3,273482
108.49493,0.7347231,2.6382337,1,3,273505
123.7936,-0.47402838,-2.5258331,-1,3,273509
76.2046,1.1819476,1.2773563,-1,3,273518
124.178246,0.51628053,-0.7495073,-1,3,273520
32.7824,0.35476017,0.97540754,1,3,273523
39.77267,0.32791638,-0.28484663,-1,3,273538
50.192436,-0.75246453,2.515781,-1,3,273545
100.718575,0.08913283,-0.948463,1,3,273552
126.23199,-0.007382046,-1.1143086,-1,3,273556
26.581158,0.7956062,2.903668,1,3,273557
125.24089,-0.15728086,-2.595256,-1,3,273558
141.46625,0.15966353,-0.40567264,1,3,273562
14.723573,-2.3490286,-3.0628738,-1,3,273572
149.04512,0.23361515,-1.1644976,-1,3,273577
79.06077,1.017831,1.5608418,1,3,273578
43.21641,-0.7083142,2.158416,1,3,273579
52.384632,0.47772366,2.0865448,-1,3,273583
20.701578,-1.2245035,-2.648759,-1,3,273585
53.020065,-0.2149257,-1.2786335,-1,3,273589
115.26896,-0.6753447,-1.953832,1,3,273591
42.648586,0.45819208,2.2270863,1,3,273593
120.28709,-0.55229425,2.6979449,1,3,273595
23.84819,0.5070811,3.114808,-1,3,273600
55.249226,-1.2622141,0.4001689,1,3,273605
88.48784,-1.0453858,-1.4612913,-1,3,273608
117.41521,-0.06506167,2.015968,1,3,273610
120.32106,-0.66798466,2.0074162,-1,3,273614
121.21736,-0.085301384,0.55040675,-1,3,273624
68.15959,-1.3458239,2.9551013,-1,3,273626
53.85423,0.93075144,-0.9598487,1,3,273636
35.88124,-0.97185034,1.0590308,1,3,273642
98.64924,-0.8416573,-0.14606228,1,3,273645
124.34007,-0.12534778,-1.5798018,1,3,273646
27.587082,-0.7219775,1.7808622,-1,3,273658
102.29131,0.7216147,1.8519322,-1,3,273678
91.692795,0.9688648,-0.5956129,1,3,273686
115.4537,0.15187672,-2.987144,-1,3,273696
123.941795,-0.4449224,-0.86334205,1,3,273698
21.11009,0.5078958,-2.1389837,1,3,273709
58.28959,0.5907543,2.9179087,-1,3,273716
26.633244,0.70589846,-1.5290592,-1,3,273721
52.85684,-0.5756855,1.0251713,1,3,273722
92.93921,0.9008552,1.0484842,-1,3,273728
128.56314,-0.012761761,-1.8720632,1,3,273731
28.056149,0.4704873,-0.9608551,1,3,273734
68.28766,-0.32435074,-0.2891327,1,3,273742
35.755707,-0.15065949,-0.17714468,-1,3,273768
110.596504,0.4772105,1.5012916,1,3,273771
159.31296,-0.0074657085,1.816389,1,3,273772
159.31296,-0.0074657085,1.816389,1,3,273772
41.55146,-1.075175,1.2002683,1,3,273775
17.86169,1.2995584,0.48547825,-1,3,273776
101.623795,0.9816045,-2.6856081,-1,3,273782
157.91882,-0.07643349,-2.6796703,1,3,273787
40.827652,0.8130764,2.8565364,1,3,273795
43.93299,0.4832079,-2.5218754,-1,3,273807
117.25186,0.10378723,-2.7375402,1,3,273811
129.12395,0.06589879,-0.42346817,-1,3,273814
55.82185,0.5360071,1.2187387,-1,3,273816
133.8917,0.08326086,0.76007205,-1,3,273826
112.568665,0.25862592,-2.429863,1,3,273830
53.555084,-0.6527788,-1.4799244,-1,3,273838
55.713947,0.46377757,-2.537877,1,3,273839
35.90004,1.9632019,2.313709,1,3,273840
147.88664,0.109603316,-1.3159226,1,3,273841
16.00753,1.6266241,-1.0840664,1,3,273872
47.03914,0.65200114,-3.063691,1,3,273875
50.498882,-1.5720836,1.1544242,1,3,273877
136.50589,0.181005,0.58994097,1,3,273895
94.271065,0.997674,-0.6903153,-1,3,273896
49.810013,0.15428612,1.5168244,-1,3,273897
36.32987,0.57036227,-1.8775488,-1,3,273904
41.859863,-0.35002598,0.73386467,1,3,273906
125.84088,-0.42037722,-0.023359211,1,3,273921
22.562708,-0.80671555,1.9774262,-1,3,273927
124.174866,0.0255569,-1.9030473,-1,3,273932
86.69643,0.67681706,1.5183134,-1,3,273934
137.93181,-0.15102582,-1.9544159,1,3,273938
115.44818,-0.67217416,1.1232738,1,3,273940
41.48016,-0.67799985,1.8707973,-1,3,273947
50.273273,-0.08107682,-2.7450576,-1,3,273948
41.78847,0.5835581,-0.76169163,-1,3,273952
84.91998,-0.24770361,2.4190211,1,3,273955
52.673035,0.027779164,1.4551752,1,3,273961
32.606434,1.7416176,-2.8293872,-1,3,273963
60.177547,1.4925752,2.1264732,1,3,273971
112.49088,-0.10194461,-2.5977268,1,3,273985
57.65789,-0.24637066,-2.361874,-1,3,273995
32.78805,-0.89631265,-2.3969376,1,3,273999
133.02281,-0.053072665,-1.5167862,1,3,274001
37.077747,-0.25069746,-0.855545,1,3,274004
41.860966,-0.39419863,2.7437987,-1,3,274006
140.82079,-0.44285068,-1.1411278,-1,3,274014
23.459553,1.2911867,2.294462,-1,3,274028
54.134865,1.4537543,2.5026035,1,3,274036
100.39431,-0.4634818,0.63948286,1,3,274045
40.50286,-0.16459802,1.0652635,1,3,274050
70.41739,-0.105001844,2.5268583,-1,3,274052
142.6854,0.025457166,-2.1065705,1,3,274055
80.35096,-0.8325799,2.781164,-1,3,274057
39.267284,-0.610985,0.5068211,1,3,274068
155.78107,-0.09329922,-0.39693838,-1,3,274069
49.84096,0.24053103,0.15824,-1,3,274071
30.689034,-0.5527266,1.4750049,-1,3,274074
20.20314,-1.7766764,-0.22540435,-1,3,274075
93.250694,-0.8565724,-0.61590105,-1,3,274076
129.4132,0.20762786,-1.6961421,-1,3,274084
143.55788,-0.42601418,-1.8608698,1,3,274089
1.7148477,-0.004848411,1.9742761,-1,3,274092
116.45298,0.08437783,-2.2492561,1,3,274099
83.2005,0.94547933,2.4394267,1,3,274103
126.59477,-0.5722457,-1.2666886,-1,3,274104
55.86644,-1.5184705,-1.1636516,1,3,274105
165.86473,0.2708429,-0.6173226,-1,3,274107
117.43984,0.37688088,0.7375676,1,3,274111
154.94139,-0.0022550123,-3.001453,-1,3,274120
27.173613,0.71004075,0.9567296,1,3,274133
88.860146,-0.8569947,-2.4859698,-1,3,274134
45.67378,1.4956756,-2.964957,1,3,274136
112.334435,-0.7354427,1.079795,1,3,274139
42.431747,-0.6083463,-0.14700915,-1,3,274141
100.47254,0.15064187,-0.6552819,-1,3,274142
27.968107,0.7397802,-2.911854,1,3,274147
67.58039,-1.2198666,-1.9101182,1,3,274148
135.11078,-0.37414354,-0.061339125,1,3,274154
112.868614,-0.6609638,-0.6012627,1,3,274172
119.9305,0.55358964,0.81037146,1,3,274175
12.10153,0.056656178,-0.9618767,-1,3,274184
77.54464,0.28362685,-0.14920633,1,3,274191
98.20695,0.73284525,-1.2604688,1,3,274193
46.18291,0.32976288,2.7112904,-1,3,274194
60.030342,-1.3707045,-2.8927617,1,3,274200
65.83136,0.38175532,0.856433,-1,3,274206
137.62112,0.023590814,0.18027034,1,3,274218
54.663174,1.1137996,1.4216211,1,3,274220
15.8241825,1.1503168,0.09600681,-1,3,274221
136.33498,-0.57399285,1.3316017,1,3,274226
97.13772,0.83014005,-1.7535958,1,3,274227
31.17727,-0.9459073,-0.33122516,-1,3,274235
5.5760436,-0.6659911,2.67479,1,3,274240
125.40575,0.37249774,-2.2564077,1,3,274242
72.542694,0.103078045,-0.25356928,-1,3,274252
119.69423,0.15947966,0.07563415,1,3,274255
101.212135,0.601326,1.8572826,-1,3,274261
53.382534,0.47985473,2.335471,-1,3,274265
43.316635,-0.4634894,-0.16976823,-1,3,274271
35.57288,-0.753171,3.0230622,-1,3,274283
15.095304,-1.8582549,-0.9915054,1,3,274286
104.57021,0.49454084,1.9626004,-1,3,274303
116.63094,-0.34277862,1.9542594,1,3,274310
62.032616,-0.45131877,0.46626356,1,3,274314
71.955154,0.12491969,1.3570759,1,3,274315
38.148373,1.3076161,0.98209965,1,3,274321
135.541,-0.4260758,0.29104054,-1,3,274338
48.904305,0.09316553,-1.7538517,1,3,274341
41.80264,-0.9575343,1.9985706,-1,3,274344
61.553806,0.24326271,-3.0086226,-1,3,274347
93.49641,0.62596726,1.1094939,1,3,274356
148.27223,-0.34393966,-0.6976687,1,3,274358
103.93654,0.761887,-0.801899,1,3,274360
71.17912,0.30825284,-1.3613654,-1,3,274369
104.17275,-0.48611856,-0.565859,1,3,274377
57.832283,-0.23403844,1.2271227,-1,3,274382
135.23595,-0.17123862,1.1965696,-1,3,274385
118.30622,-0.62791973,1.9691018,1,3,274399
84.11294,0.9306857,0.42275622,-1,3,274401
71.36912,0.58396834,3.0722067,1,3,274409
111.02657,-0.40231633,-0.18685906,1,3,274413
89.84094,-0.8799278,2.6541872,1,3,274423
79.95002,-0.6400043,0.80680543,-1,3,274431
118.78716,-0.05887303,1.7296551,1,3,274441
111.30395,0.29994982,-2.874511,1,3,274446
101.43073,-0.88297,-0.70514894,-1,3,274450
24.644575,1.0888468,2.4874296,1,3,274457
82.33107,0.8260935,-1.984485,1,3,274465
111.01422,0.42992887,-0.49430975,1,3,274467
152.14342,0.16164373,0.22342746,1,3,274475
55.847095,-0.36320856,1.6042625,-1,3,274481
121.12709,-0.7517729,-1.3280075,-1,3,274489
148.04831,0.1382361,2.466055,1,3,274506
72.9421,-0.4784942,1.9863422,1,3,274508
85.024704,-1.1214455,0.41663957,1,3,274517
48.29079,0.90674305,0.70519185,-1,3,274520
18.322838,0.768978,2.4824872,-1,3,274521
148.8346,-0.23249972,-1.4723502,-1,3,274522
28.601418,1.5370669,2.17448,1,3,274525
123.74321,-0.13551353,2.5093255,1,3,274526
14.301995,-0.73608893,0.07621312,-1,3,274528
102.822876,0.15409145,-1.8074948,1,3,274530
20.055603,-0.8430196,2.110105,-1,3,274533
93.20294,0.25458342,-1.0250937,1,3,274539
23.757961,-2.2205257,2.5416324,1,3,274545
134.98094,-0.29895568,-2.3755703,1,3,274548
41.731853,-1.1299926,-2.736486,1,3,274549
128.11151,-0.07097611,1.9498464,1,3,274554
24.045254,-1.6653897,0.23701403,1,3,274559
117.631676,0.3118115,0.64294577,-1,3,274562
13.18577,1.8436909,-1.4329548,1,3,274565
50.290394,-0.22350977,-2.4069018,1,3,274575
16.020418,0.36615506,2.2724295,1,3,274581
109.143684,-0.0382446,0.47441432,-1,3,274594
22.62261,1.2096634,0.9009307,-1,3,274599
85.277214,1.0505425,-1.4711825,1,3,274603
10.564342,1.9213166,1.2244936,1,3,274604
107.78928,-0.0024761588,2.0104501,-1,3,274609
60.613564,0.47750273,-1.3150316,1,3,274613
113.912636,0.01860882,2.11538,1,3,274618
44.855705,-0.27005833,2.9787319,1,3,274622
2.1358354,-0.5277716,3.1395965,-1,3,274623
46.16008,-1.6049981,-0.22249885,1,3,274625
7.773568,-2.4666755,0.13471057,-1,3,274641
60.486168,-0.0017912249,-3.052152,-1,3,274644
126.766594,0.09257266,1.1548063,-1,3,274646
40.48453,0.5634543,-1.4581486,-1,3,274662
128.31369,-0.15324534,0.6249341,1,3,274668
12.4436245,-2.2619302,0.58955675,1,3,274669
35.226513,-0.20647576,-1.4847811,1,3,274678
1.631234,0.06089985,2.2200532,-1,3,274682
110.465775,-0.31069002,-0.6616877,1,3,274683
21.663376,-0.74162716,-0.07460706,-1,3,274689
98.27577,0.70045656,-2.9033027,1,3,274692
28.100788,-1.8980156,-3.1182587,1,3,274703
3.3367834,0.13869445,2.798995,1,3,274706
24.714512,0.795052,1.5652033,1,3,274708
22.900393,1.3484443,-0.36867252,1,3,274715
143.83742,0.12498067,2.679008,-1,3,274718
48.41836,0.38415074,-1.730049,1,3,274719
103.03462,-0.36419865,0.14180565,1,3,274720
16.456408,-1.4798346,1.1062052,1,3,274724
122.65648,-0.6490528,-0.12472475,-1,3,274730
32.16599,1.2096751,1.5812601,1,3,274740
142.28664,0.08111151,2.8897245,1,3,274744
84.15163,-0.984206,2.2737012,-1,3,274754
152.81024,0.22695543,-1.4427603,-1,3,274762
35.2928,-0.7575684,1.823259,1,3,274763
74.24822,-0.13484688,-2.3836355,1,3,274764
123.91215,0.4142789,1.684013,-1,3,274768
18.344051,1.6146739,2.054314,-1,3,274778
14.2422285,-0.10145224,1.1189916,1,3,274779
2.9340692,-0.03422866,0.9520377,1,3,274785
37.43406,0.38039824,-0.5774268,1,3,274790
95.522385,0.7254119,1.6493831,1,3,274802
88.441666,0.1063357,-2.217292,1,3,274803
100.31442,-0.45369455,1.772393,1,3,274805
58.917965,-0.6466224,-1.1007508,-1,3,274806
67.30273,-0.19783112,0.7826569,1,3,274811
127.47269,-0.42437083,-1.0849544,-1,3,274812
134.93018,-0.0020283402,-2.0395393,-1,3,274817
32.674377,-1.2238003,-1.6882374,-1,3,274824
61.79021,0.49224976,1.0952575,-1,3,274828
20.92735,0.8637417,-1.5174057,-1,3,274830
122.60819,0.3361692,-2.802427,-1,3,274834
28.643684,0.7841096,0.17026342,1,3,274839
97.335075,0.18966296,-2.1314466,1,3,274840
8.145865,1.9232783,-1.2761021,-1,3,274846
40.93967,0.2289039,0.43025705,-1,3,274847
111.16585,0.32742825,1.9869376,1,3,274852
48.586845,-1.4818164,-2.7673144,-1,3,274853
106.131836,-0.5244948,-2.1417794,-1,3,274858
86.77794,-0.8310141,1.9235331,-1,3,274863
25.274097,-1.3215333,-0.57056123,-1,3,274865
32.11154,-1.5136992,-1.6272247,-1,3,274867
78.5178,1.127232,2.3444545,1,3,274868
143.37988,0.05730013,0.09669219,1,3,274884
59.46,-1.4153999,-0.97455156,1,3,274896
39.466465,1.110556,-0.20097764,-1,3,274899
58.107773,0.7163682,-2.3723562,-1,3,274902
114.092804,0.75731725,0.73155344,-1,3,274905
122.80786,0.17584406,-0.79230416,1,3,274910
51.94816,-0.41763416,2.5890262,1,3,274913
108.98504,-0.6674523,1.7085646,1,3,274917
29.378723,0.87043595,-1.7133281,1,3,274944
98.39393,1.0024469,0.17645642,1,3,274947
50.55328,1.6482342,-2.237763,1,3,274950
134.1062,-0.025630899,-0.29978055,1,3,274953
8.25254,2.104688,-2.922341,-1,3,274958
1.7185142,-0.633169,-0.35142624,-1,3,274959
60.047215,-0.3968357,-0.8206134,-1,3,274961
9.310568,-2.3391445,0.43567714,1,3,274964
35.80615,-0.62429065,2.7432659,1,3,274967
31.712854,-0.91362655,-2.4180753,-1,3,274973
74.10384,-1.2827152,0.3234596,-1,3,274975
61.512676,-0.16431561,-1.7065812,1,3,274980
55.2642,-1.3411083,-1.363063,1,3,274983
61.10771,-0.4847018,0.77750355,1,3,274987
50.649406,-0.6034157,-0.46348867,1,3,274990
29.055605,-2.1076393,2.597122,1,3,274996
74.387596,1.1008813,0.20032103,1,3,274999
21.469643,1.3573394,2.781856,-1,3,275001
42.60578,0.5624184,-0.8507666,-1,3,275022
101.66584,0.8706504,1.1139189,1,3,275028
138.49147,-0.026465151,-0.46344426,-1,3,275036
132.46935,-0.5967317,1.6453439,-1,3,275056
45.903835,-0.411904,0.85706073,-1,3,275085
72.11882,0.38229057,0.8883488,-1,3,275088
86.199524,-0.9092056,2.4831557,1,3,275093
102.565994,-0.4090059,0.48336452,1,3,275098
111.55082,-0.60953826,-2.9476848,-1,3,275100
47.81632,0.86886,0.058498245,-1,3,275104
139.43295,-0.28995043,1.404901,1,3,275105
113.089386,-0.13402915,-0.3304839,1,3,275107
114.59191,-0.22996913,-2.06379,1,3,275119
46.006065,1.6881285,0.64382946,1,3,275122
15.18395,1.8296802,1.0562856,1,3,275124
78.4175,1.1003754,1.3954675,1,3,275136
78.66502,1.2353649,0.16319396,-1,3,275140
1.1285803,-0.7644533,-2.6888885,1,3,275145
72.14639,-0.05123893,-2.5768178,1,3,275152
66.97406,-0.18844303,-0.3082859,-1,3,275153
130.96443,0.27862248,-0.4665413,1,3,275160
110.23109,0.5419094,2.594777,-1,3,275161
64.11241,-0.15417509,2.020296,-1,3,275163
112.49438,0.89503103,0.097749904,1,3,275167
45.646984,-0.17241818,-0.99931747,1,3,275170
111.87553,-0.8158754,1.8719516,1,3,275171
83.972275,1.0580447,1.5524544,-1,3,275174
2.5717497,1.3218515,0.84150153,-1,3,275178
29.809986,-1.046584,1.4121354,-1,3,275183
25.280594,1.3269087,2.5195377,1,3,275185
97.78217,0.69796604,2.1405802,-1,3,275213
49.136784,0.033305585,-2.3038225,1,3,275218
53.684906,-0.6443683,1.7490191,1,3,275220
75.955574,-1.0804856,1.2917318,1,3,275222
56.865784,-0.04851965,-0.20774874,-1,3,275225
19.17637,1.3451368,0.2210227,1,3,275240
136.28064,0.056072064,2.7132776,1,3,275254
114.23097,-0.47553197,-1.0375208,1,3,275260
59.86224,-0.05424088,0.56360716,-1,3,275263
92.92953,-1.032288,-2.9888809,-1,3,275276
125.366035,-0.3688177,-1.0011203,1,3,275281
44.11911,-0.98870826,2.361659,1,3,275282
75.03059,1.2259351,0.14439915,-1,3,275288
31.981691,-1.2559218,1.4553502,1,3,275297
36.195614,-0.6712598,-2.2114778,1,3,275299
126.82758,0.08820829,0.5079224,-1,3,275307
116.51841,-0.016714819,-3.1114485,1,3,275308
96.56906,-0.93034285,-2.8198218,-1,3,275310
46.18231,0.5098658,-1.2368954,1,3,275319
116.82695,-0.22752984,1.0594106,1,3,275322
63.66605,-0.4030573,0.061802782,1,3,275336
111.06136,-0.71656525,-2.8128884,1,3,275338
121.22601,0.14823273,1.8064506,1,3,275339
127.6543,-0.0075291744,2.4654515,-1,3,275340
20.425684,-0.5359479,1.6435657,1,3,275352
40.964016,-0.5937861,-2.2583044,1,3,275363
57.61536,0.16200498,2.875603,1,3,275368
100.05712,-0.76742154,-1.4811921,1,3,275369
108.57437,-0.5798257,1.3234442,1,3,275370
120.941055,-0.7915123,0.5720873,-1,3,275371
93.6887,0.4068886,-2.2293894,-1,3,275375
69.86548,-1.1577816,2.6778433,1,3,275378
128.59377,0.015913209,1.6467957,-1,3,275379
79.56013,1.2997987,3.0942948,-1,3,275380
55.528324,0.59569234,-0.92586625,-1,3,275381
123.78195,-0.5465218,-2.8720994,-1,3,275384
18.110924,-1.5150187,-1.979057,1,3,275400
55.90639,0.50105,-1.5509387,1,3,275406
137.92757,-0.43660754,2.6850364,-1,3,275409
23.193542,1.0937477,1.4411162,-1,3,275410
25.843746,-0.16356266,-0.16759196,1,3,275411
10.956864,0.9314609,-2.4907968,-1,3,275412
58.48933,-0.35096624,0.3892425,-1,3,275413
44.296143,-0.45321494,0.1509583,-1,3,275416
43.33232,-0.34867716,-2.9467149,1,3,275440
100.90469,0.8251694,2.964955,1,3,275448
23.995651,-0.8458631,-1.9879616,1,3,275465
123.99559,0.5555012,-2.9883938,1,3,275484
119.18799,-0.5234043,-0.9091183,-1,3,275491
59.862648,0.34298992,0.9331455,-1,3,275494
65.53123,0.35970914,1.0182234,1,3,275495
128.15598,-0.5328905,-1.8080226,-1,3,275499
158.37762,0.3015048,1.9149882,1,3,275505
19.586115,-1.3591816,1.7943985,1,3,275506
96.744286,-0.77628666,-1.0779542,-1,3,275508
53.941883,-1.5287383,0.3546427,1,3,275509
34.028404,-1.1572145,-2.9135475,1,3,275514
58.83272,-0.4623815,2.0221617,-1,3,275524
33.396225,1.1456091,-0.057615403,1,3,275541
41.965,0.6285588,0.8832694,-1,3,275552
41.303467,1.8354148,1.2137249,1,3,275564
8.1610365,-1.6488606,-0.22799711,1,3,275566
137.51764,-0.24520892,0.6780114,-1,3,275571
111.37885,-0.5038478,0.071951486,-1,3,275575
101.86079,-0.59187627,0.6590469,1,3,275577
143.29185,-0.18036893,1.6754271,1,3,275581
113.93668,-0.34264332,0.43401268,-1,3,275587
24.664392,-0.88878506,2.1493757,-1,3,275588
121.14662,-0.38085845,-3.0516124,1,3,275589
100.59566,0.8650532,3.1361535,1,3,275593
149.48332,-0.16287173,-1.6516433,1,3,275594
29.62271,-0.59093887,0.5143316,1,3,275596
43.802734,0.28914747,-2.492588,1,3,275605
37.002182,0.018476624,-0.22992326,1,3,275607
42.166668,1.6791108,-0.60774374,-1,3,275610
33.665543,-0.14786163,1.4616075,-1,3,275619
153.99698,0.04855214,1.99983,-1,3,275620
134.23384,0.7308572,-1.4499072,-1,3,275622
26.559034,0.9190741,2.9998302,1,3,275637
30.838562,-0.64174724,-3.0799143,-1,3,275639
150.41698,-0.13517936,-2.6443682,-1,3,275643
36.04377,1.1061348,0.8755188,-1,3,275654
12.529534,1.801295,-1.0067953,-1,3,275663
39.90036,-0.767958,-1.2473015,1,3,275665
82.7765,1.1771392,1.5628173,1,3,275670
123.943375,-0.41869187,-1.677393,-1,3,275672
158.35376,0.08959945,2.587691,-1,3,275682
49.120613,-0.94036156,2.319294,-1,3,275693
137.41069,-0.032100137,-2.543214,-1,3,275697
67.90198,1.238247,-2.04867,1,3,275699
123.82622,0.45535287,-1.9313593,-1,3,275700
56.607826,0.0109083615,0.7394496,1,3,275707
127.59273,0.38726437,-2.4496222,-1,3,275712
149.54243,-0.32373077,2.1792612,-1,3,275713
23.588257,0.5446563,2.5297902,1,3,275716
69.19305,-0.98995966,2.4438334,1,3,275718
148.44072,-0.37579066,-0.32152325,1,3,275722
126.21824,0.27628997,-0.80226725,1,3,275733
12.323724,-1.8093407,-0.9218558,1,3,275741
103.514366,-0.6869584,0.70089567,1,3,275745
15.905975,-1.6884457,1.3525896,-1,3,275750
138.34126,-0.29861793,-2.1654477,1,3,275752
112.62726,-0.30706352,-0.9871726,1,3,275754
44.101982,-0.7353703,3.074541,1,3,275779
20.50894,0.43705723,-2.9898627,-1,3,275780
38.760124,-0.62892306,-0.79513794,-1,3,275789
122.49061,-0.1491167,0.89035213,-1,3,275799
44.688812,0.4300374,3.09777,-1,3,275808
67.45062,-0.10623873,2.1690688,-1,3,275810
148.07048,-0.06403186,-2.6927545,1,3,275811
139.16386,0.040771715,2.6724877,-1,3,275812
110.764496,-0.50039333,0.89579666,1,3,275820
80.0531,0.59994,0.51794106,-1,3,275829
132.72156,0.14143376,-0.9472107,-1,3,275830
115.36349,-0.58389634,0.2770493,-1,3,275833
119.962715,0.5622072,1.6714561,1,3,275836
59.816856,0.12549883,-2.195216,1,3,275839
60.564415,0.7800604,-3.0526218,-1,3,275841
20.01366,-1.6664847,-0.20812038,-1,3,275844
7.5772457,2.5611868,-0.4276896,-1,3,275846
26.12217,1.5877982,-1.133527,-1,3,275847
56.377525,-1.0693195,0.47803846,-1,3,275849
69.44541,1.2561555,1.7843622,1,3,275850
47.09441,-0.053983487,-1.2511364,-1,3,275852
