pt_s,eta_s,phi_s,cha_s,fla_s,event
48.239506,1.6618006,2.8330371,1,3,140424
141.98892,0.36937895,2.7013526,-1,3,140429
87.98597,0.8725192,3.08015,1,3,140433
29.193394,-0.06111596,-0.5523013,-1,3,140434
95.38906,-0.40154317,0.4053716,1,3,140442
64.93435,-0.3275305,0.28808203,1,3,140445
32.714497,0.7402006,-2.0750446,1,3,140447
35.700867,-0.46539262,2.9718878,-1,3,140451
86.074875,-1.2377988,2.1929338,1,3,140459
151.88847,0.345356,0.6761307,-1,3,140460
101.00344,-0.6468043,-1.871319,-1,3,140469
39.427372,0.81636894,2.8856122,-1,3,140470
44.7032,-1.7550846,0.97707635,-1,3,140471
114.18193,0.61411023,1.2157608,1,3,140474
35.207546,2.0213459,0.0677021,1,3,140478
156.1508,-0.105520636,-2.0662885,-1,3,140480
87.57631,-0.5117875,-1.4928206,-1,3,140486
91.36418,-0.40626037,-1.5390465,-1,3,140494
45.80646,0.27525148,-2.111436,-1,3,140498
122.51416,0.53675264,2.1115746,1,3,140507
12.179315,2.3311608,-0.6368267,-1,3,140508
31.146568,-0.52268994,2.414044,1,3,140510
100.075905,-0.8161588,-1.7899364,1,3,140514
123.238594,0.35420805,-0.5494392,-1,3,140518
48.124672,0.8584987,-0.10200016,-1,3,140519
32.619446,0.06590872,-0.5863212,1,3,140522
85.253365,0.36364,-0.16227886,-1,3,140524
39.805153,0.8537819,-3.1392562,-1,3,140536
97.91909,-0.19083194,-2.3837616,-1,3,140540
105.527214,-0.7139797,1.2354459,1,3,140542
131.92635,-0.00813819,-0.32426056,-1,3,140549
43.75731,0.21102577,-1.351265,-1,3,140550
77.4266,-1.1608334,-1.0168397,-1,3,140552
123.43125,-0.38537878,2.123069,1,3,140559
128.40675,-0.16512746,0.2364875,1,3,140568
124.95003,-0.32256433,-0.97541803,-1,3,140570
12.819571,0.9626107,3.030897,-1,3,140575
42.903866,-0.59803766,0.6554711,1,3,140580
18.97269,1.3404356,-2.3535373,-1,3,140582
158.39452,-0.13507625,2.174515,-1,3,140584
39.50724,-0.85145813,0.98472947,1,3,140594
121.84973,-0.71870804,0.43659765,1,3,140596
101.67264,0.3266963,0.7600292,-1,3,140597
90.28818,-0.37422365,2.7405121,1,3,140600
121.64415,-0.23001552,2.6735592,1,3,140602
123.31036,-0.0048646787,-2.780077,1,3,140605
109.75603,0.50361484,2.6547177,1,3,140608
18.928205,2.2099159,2.2637143,-1,3,140609
134.42241,-0.5486655,-0.31668127,1,3,140615
120.98214,-0.43288094,0.82520217,-1,3,140619
4.2013073,-1.756808,-0.104969345,1,3,140633
51.337814,-0.08122211,0.49437723,1,3,140639
30.624659,-1.3949848,2.0446684,-1,3,140641
52.62267,-1.6120715,-1.7217805,1,3,140642
92.65949,1.0196205,2.9323938,-1,3,140644
56.17361,0.15970618,2.5646303,1,3,140650
148.69267,0.32981476,1.5505973,1,3,140652
122.93122,-0.18425255,1.5920725,1,3,140654
114.89783,-0.6974778,-2.6890903,1,3,140664
133.51743,-0.10548094,1.7616441,-1,3,140668
74.113304,0.05505754,-0.9532027,-1,3,140681
35.860634,-0.7619002,2.6460392,1,3,140690
92.53907,0.7322183,-2.4035854,1,3,140695
54.2182,0.22120847,-2.1513417,1,3,140696
156.72192,-0.03577608,2.6234996,-1,3,140699
66.38692,0.23605773,0.98030686,-1,3,140700
121.12183,-0.48965,1.8218348,1,3,140701
137.34187,0.18374136,0.9112632,1,3,140709
14.187021,-2.1266654,2.6762958,1,3,140710
112.01156,-0.63418186,-0.72487825,-1,3,140714
114.622185,0.583485,1.8277893,1,3,140718
42.682022,-0.05683684,0.8354872,-1,3,140719
69.60578,-1.4081792,2.7342288,-1,3,140720
47.17948,0.24572268,1.4397137,-1,3,140729
34.55171,-0.33437333,2.749067,-1,3,140730
116.41934,0.6104808,-1.1773999,-1,3,140732
85.93017,-0.0632256,-0.9320932,1,3,140733
27.466825,-1.1969354,2.8507051,1,3,140736
24.285128,0.5694641,-2.145986,-1,3,140737
24.610432,-0.08230674,-0.99435,1,3,140746
109.760376,0.7785605,1.8254073,1,3,140747
109.760376,0.7785605,1.8254073,1,3,140747
39.484734,0.8446784,0.34175372,-1,3,140753
61.37369,0.28288597,2.2486606,1,3,140755
120.99151,0.7914291,0.85410225,1,3,140756
15.214507,-2.1041713,1.5491604,-1,3,140757
9.454184,1.0593871,2.936939,-1,3,140759
1.9370807,0.39867452,2.457733,1,3,140770
95.99362,0.8310739,-1.2933667,1,3,140771
115.199165,0.6910677,-0.39608702,1,3,140777
45.163258,-0.052521814,-2.5188293,1,3,140778
73.02952,0.7869493,-0.08182898,-1,3,140779
117.711395,-0.21291459,-1.5051318,-1,3,140782
121.89401,0.4327208,-2.7593586,1,3,140785
66.277084,0.23108013,0.5043397,-1,3,140789
135.6882,0.24387912,0.566777,-1,3,140805
49.074425,-0.35886508,-2.0218575,1,3,140807
26.746336,-1.3680071,2.454539,-1,3,140811
42.132275,-0.8223335,-2.298376,-1,3,140816
68.598434,0.0393033,1.5810744,-1,3,140826
113.16517,-0.44046405,0.9470994,1,3,140829
72.081474,-1.246315,1.9856635,-1,3,140832
31.811996,-1.116008,-1.686699,-1,3,140844
38.200195,0.9270227,-2.310587,-1,3,140849
61.602104,0.3409812,2.1025445,1,3,140859
18.73658,0.5220549,0.66450745,-1,3,140861
48.7185,0.2737111,-3.0879328,-1,3,140863
43.78433,0.45324254,-0.43121344,-1,3,140875
77.40951,0.3680283,-1.1431297,1,3,140876
57.129936,-0.354075,-1.1656439,-1,3,140877
40.81407,-0.29457647,-0.87344784,1,3,140884
123.24219,-0.12275306,-1.2881671,1,3,140886
48.872276,0.5349844,-1.3121067,1,3,140904
111.08425,0.30448356,-0.98955053,1,3,140906
57.888783,-1.4442091,-1.188934,-1,3,140908
69.22172,1.4399039,-1.9145355,1,3,140914
32.606644,1.0309911,-2.1813276,-1,3,140922
97.03399,0.6806226,-1.5118619,1,3,140929
60.233696,-0.4752061,-0.14996853,1,3,140942
52.975105,-0.30730468,1.868675,1,3,140943
34.062664,-0.16757661,-1.6096748,-1,3,140944
120.825806,0.38788936,-0.220768,1,3,140954
58.60815,0.90269655,-1.1554606,1,3,140967
135.15446,0.4628493,-1.0420805,1,3,140988
24.863157,-1.7818133,2.6860762,1,3,140990
115.32969,-0.37760842,2.5407577,-1,3,140999
60.950775,-0.05428025,2.9398942,1,3,141007
27.578585,-2.2013023,0.66578245,-1,3,141011
86.36969,0.71535367,2.4725883,1,3,141012
25.314491,-0.335424,1.1062895,-1,3,141025
76.93113,-0.16296905,0.7793855,1,3,141027
49.99103,0.96978116,2.5114207,-1,3,141033
44.929474,-0.5453647,-2.1054306,-1,3,141034
132.16882,-0.22991988,2.4448137,1,3,141036
90.85322,0.04295628,2.687444,-1,3,141045
39.00796,0.5837696,2.433678,1,3,141058
104.46677,-0.5839495,0.09537295,-1,3,141059
13.790892,-1.9899604,-2.3584476,-1,3,141062
35.59429,0.5614172,-0.3975933,1,3,141068
103.36556,0.15184845,0.9579521,-1,3,141077
133.56404,-0.23628047,-2.0224605,1,3,141081
134.4397,0.23695593,2.167351,1,3,141082
64.198364,-1.4351809,1.1277632,1,3,141091
139.10783,0.18080306,-0.06269815,1,3,141095
41.988987,0.76828164,-1.9043036,-1,3,141107
60.43162,-0.010635863,1.2109737,-1,3,141115
30.109474,1.2917707,-2.8518023,1,3,141124
107.08019,-0.53138614,0.7520612,1,3,141125
86.20525,0.92432964,0.78102285,-1,3,141127
35.872986,-0.3667574,1.7758917,1,3,141144
49.265713,0.60613525,-2.020232,1,3,141145
151.22864,-7.7153876e-05,-2.3505194,1,3,141147
22.1814,1.3515112,-1.7483253,-1,3,141148
46.35015,0.37536645,-2.0539496,1,3,141150
54.62287,-0.3749373,2.9151568,-1,3,141160
99.77359,-0.91651726,2.0047762,-1,3,141166
8.002748,0.27173498,2.3489327,-1,3,141176
23.451706,-1.322521,-0.54464525,1,3,141177
76.94991,0.23324074,-1.4207255,1,3,141178
7.5355725,0.6796943,-2.6356575,1,3,141188
40.672012,0.07747541,-2.144065,1,3,141190
41.45856,-0.4575011,2.0911503,1,3,141194
53.856842,0.67159986,-2.112759,-1,3,141204
150.69843,0.30950594,0.9116582,1,3,141207
117.880295,0.35492924,-1.9864453,1,3,141210
130.10638,-0.5947775,-2.8297322,1,3,141212
136.73659,0.054183025,2.3617897,-1,3,141213
95.1475,0.8203276,2.149825,1,3,141216
122.47083,0.31681547,-2.5866685,1,3,141226
21.173153,1.1301429,-0.14073911,-1,3,141227
45.399433,-0.0967562,-2.7199857,1,3,141241
119.526436,0.5378892,-1.8831176,-1,3,141253
133.02687,-0.5060893,1.9885178,1,3,141254
85.64201,1.1043439,-1.347363,-1,3,141256
45.337574,0.51027685,-1.2702659,1,3,141257
118.14408,0.331007,-2.25606,-1,3,141263
41.570667,0.53955895,1.0018306,-1,3,141265
52.534363,0.69548875,-2.818017,1,3,141271
34.001854,-0.48758543,1.2827827,-1,3,141284
121.22904,0.051362455,-2.42566,1,3,141285
126.8557,-0.03878479,-2.7941437,1,3,141302
27.192886,2.240607,2.8867016,-1,3,141325
61.539577,0.4787404,-0.4935037,1,3,141331
15.000256,2.792316,-0.5991934,-1,3,141336
78.60153,1.260382,1.3919458,1,3,141349
132.9746,0.0012611747,-2.147032,-1,3,141354
147.25328,-0.005790807,1.8306593,-1,3,141363
98.51263,0.3804424,0.8229654,1,3,141365
77.74044,-1.2032143,-0.48746902,-1,3,141367
57.51128,-0.19975019,-1.4472134,1,3,141371
52.760365,0.48724088,1.2294924,1,3,141373
51.302265,0.3783929,-0.930154,-1,3,141383
4.632362,-0.69190705,2.6005967,-1,3,141385
44.980408,0.4792371,3.0822854,-1,3,141388
50.8006,0.55377734,-0.62792075,-1,3,141389
1.2337254,0.5799187,-3.0703926,-1,3,141390
16.724066,1.3846995,2.8355658,-1,3,141392
41.149017,-0.18246539,-1.7123325,-1,3,141393
32.372837,0.7805803,0.25780228,-1,3,141396
75.94169,-1.1404445,-2.928655,1,3,141402
151.68394,-0.053344626,-2.9269524,1,3,141405
118.95915,0.5820789,-2.5494614,-1,3,141407
114.09015,0.45623174,2.4122899,-1,3,141408
134.78108,-0.18524572,-0.5277266,-1,3,141415
132.93532,0.3253362,0.9993367,-1,3,141417
46.116898,0.5101095,1.7433203,1,3,141418
129.04224,0.43881017,-0.12932459,1,3,141426
67.003265,-0.18581659,-0.17906755,1,3,141435
58.72958,-0.5464791,-0.115083836,-1,3,141442
17.544258,-1.2433572,-0.083047345,-1,3,141443
129.10114,0.006231299,1.0165642,-1,3,141455
32.634182,-0.37662658,-3.0023983,-1,3,141456
59.26908,-0.21217436,2.3487506,-1,3,141469
90.99161,0.9776864,1.4353583,-1,3,141476
151.85182,-0.3201209,-1.4626802,-1,3,141478
124.0586,-0.44205877,2.2683299,1,3,141508
61.51388,1.1985865,-1.2386097,1,3,141531
117.19527,0.33630514,-3.1116652,-1,3,141533
45.7609,1.5381104,2.838822,1,3,141536
63.47052,-0.5232272,0.89024717,1,3,141537
126.07966,0.3541841,-1.1716708,1,3,141538
122.73794,-0.39969006,-1.3217093,-1,3,141540
21.863327,1.1147602,-0.9288783,1,3,141543
138.42018,-0.022869244,-3.1002724,1,3,141548
45.52059,-0.9878937,1.8410132,-1,3,141558
7.259611,2.596854,2.7737534,1,3,141564
53.66697,-0.26454526,-0.42863625,-1,3,141568
108.154625,-0.08432347,-2.5118902,-1,3,141576
46.816433,0.10046075,3.115118,-1,3,141582
17.370714,1.5751855,-0.58140296,-1,3,141589
46.0632,0.074108504,-0.70169455,-1,3,141590
108.01072,0.65704143,1.7136183,1,3,141598
60.182884,-0.12508166,-1.8063502,1,3,141601
80.32518,-0.972287,-2.2964041,1,3,141608
43.861042,-0.93310857,0.059217434,1,3,141609
17.221834,0.4492923,-0.7971911,1,3,141616
155.12819,0.054827943,-1.840525,1,3,141619
140.30203,-0.43778935,-0.17444962,-1,3,141625
49.741802,0.2916505,-1.2093964,-1,3,141627
44.879208,0.7467245,0.054302063,1,3,141628
39.27341,-0.3117484,-0.1576664,1,3,141631
112.39033,0.23163049,2.5608356,1,3,141632
93.67006,0.50905657,-1.8931438,-1,3,141633
84.23114,-0.7283495,0.40640607,-1,3,141647
37.95166,0.3520152,0.43696827,1,3,141655
38.038906,-0.03212987,-2.8523169,-1,3,141671
54.928276,0.1965567,-1.6700246,-1,3,141674
35.841187,0.54667616,-2.8785224,-1,3,141678
32.862656,0.89089984,0.15005293,1,3,141680
74.01863,0.377897,0.20398971,-1,3,141684
58.212776,-0.7266284,-3.043382,1,3,141687
29.623875,0.63175297,1.9260585,1,3,141696
56.17695,0.35584137,-1.0931491,-1,3,141697
32.327557,-0.7791261,0.22371253,-1,3,141705
44.6173,-0.2507906,0.35086465,1,3,141707
105.16444,-0.7363993,1.7036831,1,3,141711
25.974928,-0.8885715,2.2992103,1,3,141713
16.311098,-1.9115093,-2.2916756,1,3,141726
17.02779,-1.5337691,0.26706073,-1,3,141733
100.238365,0.8131799,1.0097034,-1,3,141736
54.75573,0.76627004,2.6278536,1,3,141737
43.83899,-0.43632418,-0.085456334,1,3,141741
100.1646,-0.8507008,3.0087276,-1,3,141756
32.205135,-0.078542545,2.880421,1,3,141758
33.663586,-0.982055,0.22464634,1,3,141764
113.903824,-0.0035727704,-2.684011,-1,3,141766
135.70158,-0.48955205,1.3557009,1,3,141768
50.641003,-0.43631318,0.6150574,1,3,141777
139.90991,0.14230998,0.6634911,-1,3,141781
118.48503,-0.52059865,2.785224,-1,3,141782
94.04781,-0.70727485,1.1277941,-1,3,141795
42.169254,-0.42009848,0.5867794,-1,3,141801
116.68789,0.5262865,-2.5673633,1,3,141811
57.10252,1.5973477,1.8081884,1,3,141816
45.575424,0.81709784,1.2686476,1,3,141818
150.55931,0.07991904,0.40190786,-1,3,141831
60.108,0.41988894,-2.7268715,-1,3,141833
105.48962,-0.7509113,1.5424695,-1,3,141842
41.866894,0.6283616,0.07435443,1,3,141847
86.14,0.78806275,0.42284796,-1,3,141849
38.611645,0.9025151,-1.5627456,1,3,141860
33.994736,-1.1572075,1.1900276,1,3,141867
62.81808,-0.05687391,-0.72532284,1,3,141868
130.9425,0.3482421,0.75823545,1,3,141870
21.718212,-1.5914998,1.51941,1,3,141874
106.06111,0.7294522,-2.78763,-1,3,141876
40.87999,-0.39917085,-0.26945436,1,3,141877
22.89711,-0.7845719,1.1948553,-1,3,141878
1.4747475,-0.08713063,-2.569433,-1,3,141880
29.781746,0.68526006,0.31703132,-1,3,141881
117.82607,-0.567575,-0.1357094,-1,3,141889
71.998276,-0.08267863,0.2658242,1,3,141897
37.107967,0.30444056,-0.7539412,-1,3,141906
2.2556756,2.2272816,2.78941,1,3,141919
140.58896,0.04040032,1.7768375,1,3,141922
101.82184,-0.87439716,-0.97782284,-1,3,141926
52.817585,-0.34046122,0.098642856,1,3,141929
95.19354,-0.6535776,-2.2526863,1,3,141938
100.20175,-0.8203476,-0.47519943,-1,3,141941
117.01857,-0.6272397,-1.4660287,1,3,141944
35.74381,1.3057259,2.7547648,-1,3,141952
34.223774,-1.1098645,-1.780331,1,3,141956
135.97552,0.18513744,-0.43962023,1,3,141957
82.709854,-1.1803143,1.3156954,-1,3,141960
22.785572,-0.3366523,-2.6201644,1,3,141963
73.218636,1.1924864,2.9568067,-1,3,141971
76.80352,-1.1700282,0.7566666,-1,3,141975
116.19345,-0.55596966,0.6086496,-1,3,141978
80.48522,1.220096,0.15611422,1,3,141979
124.64516,0.09527477,1.2527432,-1,3,141982
67.72419,1.3697678,-2.2577958,1,3,141988
49.320248,0.69378275,2.5682955,1,3,142000
126.7844,-0.017889049,-0.76386625,1,3,142015
53.439007,0.0073788664,1.2966375,1,3,142024
38.30817,0.8807,0.36651093,1,3,142026
16.41094,-1.3755015,-1.8391541,-1,3,142028
111.67673,0.23929062,2.2399683,1,3,142034
49.49714,0.90160197,0.71549493,-1,3,142038
109.94673,-0.2722007,1.0206993,-1,3,142039
27.849556,-1.4055083,2.2256703,-1,3,142046
54.980446,-0.14465871,-2.0491216,1,3,142050
38.913723,-0.9915021,1.8202153,1,3,142057
136.27267,0.07111794,-1.4385805,-1,3,142065
30.986763,1.1734258,-2.4310422,1,3,142077
20.270748,-1.4529456,1.6572841,1,3,142079
52.10928,0.5106508,-1.4801372,-1,3,142084
55.546127,1.5467736,-3.0033057,1,3,142093
71.977104,0.3186871,1.5876389,-1,3,142100
36.210545,-1.1658624,2.2472544,1,3,142112
118.68568,0.5354335,-0.49687514,-1,3,142113
2.351839,-0.59624976,-0.88166267,1,3,142114
62.82166,0.026011918,3.0013611,1,3,142115
104.37685,-0.3430269,-0.1304973,1,3,142124
52.465385,-0.23652346,-0.32030812,-1,3,142130
33.970478,1.9729059,-2.3171558,-1,3,142133
20.005684,-0.7542772,0.5968403,-1,3,142142
68.47372,0.5011813,1.969317,-1,3,142144
3.658162,-0.5925676,0.36774483,-1,3,142145
36.5053,-0.27401617,0.86046314,1,3,142148
136.28728,0.23455504,-1.1113411,-1,3,142163
53.230675,0.3806347,0.053038035,1,3,142167
106.10475,0.44365618,3.0705009,1,3,142169
11.876763,-1.5114338,-3.0199435,-1,3,142170
135.79237,0.1599806,-0.040587828,1,3,142181
135.47298,0.51,-0.57551795,-1,3,142182
43.54914,0.4746504,2.8706357,-1,3,142186
83.89554,1.070537,1.9177653,-1,3,142193
36.197086,0.94358724,2.8358636,1,3,142197
43.030373,-0.10221747,-0.7190433,1,3,142199
136.9516,0.029811371,-2.55368,1,3,142204
67.47872,-0.26229075,3.0821934,-1,3,142214
142.04605,0.09097802,1.889235,-1,3,142220
41.338585,0.026838921,2.338144,1,3,142228
30.894136,-0.5045729,-2.0237854,-1,3,142234
15.156837,1.623536,0.11798774,1,3,142235
96.62261,0.81566805,-2.9549441,1,3,142238
124.26536,-0.38099504,-1.0508206,1,3,142239
37.23361,-1.7988914,0.7786776,-1,3,142240
72.03474,-0.3543295,2.2634623,-1,3,142251
29.701086,0.8461231,-2.6138937,-1,3,142259
115.39671,-0.00032639655,1.6875913,-1,3,142269
127.23028,-0.21443753,2.5504446,-1,3,142274
95.22578,0.43257627,-0.990954,1,3,142275
37.34834,0.9529493,2.6147537,-1,3,142283
7.1521897,-2.6201177,2.8576162,1,3,142286
49.21507,0.3501856,2.5047557,-1,3,142288
104.50714,0.21971248,-1.2395475,-1,3,142291
30.787088,1.0232315,-2.7224576,1,3,142300
40.486607,0.7343831,-0.3633199,1,3,142305
113.895325,-0.9630118,-2.2015634,1,3,142308
109.17652,0.42655692,2.7246416,-1,3,142313
27.075705,1.0859488,-1.6031301,1,3,142316
42.37433,-0.307689,0.5719247,1,3,142321
26.85658,-0.6009928,-2.4679554,1,3,142328
105.566826,-0.8082262,-0.5122321,-1,3,142332
94.922646,-0.34192264,-2.1385098,-1,3,142338
51.80256,0.8986339,1.3165127,-1,3,142340
68.548325,0.22536121,-1.5084838,-1,3,142344
36.20786,-1.2170306,2.2555573,-1,3,142347
65.60926,0.113259606,-2.5470097,1,3,142348
51.615337,0.72411454,2.5719612,-1,3,142349
79.76503,1.1758667,2.1816156,-1,3,142351
20.272753,1.5462394,-2.913638,1,3,142354
113.417694,-0.6221999,-2.731651,1,3,142356
41.915703,0.07251572,0.2404704,1,3,142363
45.9429,0.22976193,-0.08903377,-1,3,142365
115.31393,0.67920506,2.356091,-1,3,142373
15.372855,1.6590508,-0.39420733,-1,3,142375
140.47311,0.23682415,-1.1821812,-1,3,142377
125.08752,0.43854362,-0.9463182,1,3,142385
132.49063,0.42131323,-2.851019,-1,3,142394
128.86797,-0.27979165,-2.5099561,-1,3,142398
133.07637,-0.58858156,0.018078428,1,3,142402
108.47085,-0.2810657,-2.2703822,1,3,142405
71.41815,0.034058657,-2.589034,1,3,142412
36.281532,-0.060350794,-1.5198505,1,3,142418
131.29713,0.1962182,-2.9528265,1,3,142420
25.865772,-1.2803859,2.0614824,-1,3,142424
25.087383,0.7940855,-0.17913194,1,3,142425
21.928743,-1.4121274,-2.5999854,-1,3,142432
19.386986,-1.5349911,-1.6374019,-1,3,142435
102.51433,0.5764905,-0.72096944,-1,3,142436
34.351322,1.0374475,-1.3827384,1,3,142437
10.774774,1.0357894,0.9134523,1,3,142446
20.520079,0.43725818,-0.5680551,1,3,142448
60.275127,1.3902305,0.6485842,1,3,142452
77.767426,-1.2735953,-2.101083,-1,3,142453
42.309254,1.8254303,1.7602625,1,3,142457
5.008335,0.3874951,2.9347055,1,3,142461
88.90119,-1.1199324,-2.0127847,-1,3,142478
33.674507,-0.77290297,0.71990854,-1,3,142483
38.15356,-0.7821246,-2.965741,1,3,142486
53.400154,0.35952032,0.066654846,-1,3,142487
111.92676,-0.2694684,-0.122881755,1,3,142488
51.907085,0.46632916,2.5867321,-1,3,142493
119.64917,0.39852044,-0.5058239,1,3,142494
13.194378,1.5865611,0.86500674,-1,3,142499
122.33031,0.19769762,0.1215918,-1,3,142502
121.70271,0.3216555,-2.9747925,-1,3,142514
94.49567,0.7656038,-2.43132,-1,3,142517
42.05511,-0.26208913,2.6339035,1,3,142519
58.45571,-0.66788733,2.7889805,-1,3,142523
102.87741,-0.9044018,-1.7726645,1,3,142526
109.5225,-0.22742982,0.5701171,1,3,142527
24.494013,-0.4778319,-1.0054617,-1,3,142528
8.951381,-1.9151393,-1.8287355,-1,3,142529
139.40242,-0.09602715,-1.5269978,-1,3,142531
17.511229,1.0705531,1.4422759,1,3,142532
57.96657,-0.6864271,-2.53838,-1,3,142551
131.25941,0.14044589,1.5877004,1,3,142552
45.155273,-0.6332093,-0.9022804,1,3,142553
123.767006,0.7528922,-0.44402325,1,3,142557
107.75165,-0.7402727,-2.397882,-1,3,142559
63.355534,-1.1343391,-0.094005175,-1,3,142562
13.23991,1.7635669,2.6384125,-1,3,142570
28.511562,0.78760195,-0.9623106,1,3,142576
114.72904,-0.5881327,-1.9520746,-1,3,142577
83.88695,-0.57667315,2.839995,-1,3,142593
66.76867,0.4403339,-1.9070523,-1,3,142594
95.63285,0.97151226,-1.3390207,1,3,142595
36.475227,0.910511,2.4256423,1,3,142598
26.39311,-1.7060788,1.9296994,-1,3,142600
146.66718,-0.2501122,1.8082621,1,3,142607
53.65209,1.3774055,-0.10824759,1,3,142608
71.481,-0.135955,-0.41058385,-1,3,142622
35.542065,-0.60957336,-2.5134633,-1,3,142626
95.624695,-0.48428857,2.1859515,-1,3,142641
125.57735,-0.41695678,-1.7864982,-1,3,142643
62.984715,0.04878038,2.1663842,1,3,142645
47.011932,0.034537908,-1.3446053,-1,3,142659
97.722534,0.32364953,-0.16178998,-1,3,142661
109.81806,0.9022222,2.7978606,1,3,142666
34.627052,-0.928594,-2.1360826,-1,3,142671
108.869736,-0.89185464,0.5483439,-1,3,142676
103.59736,-0.86513186,-0.17171764,-1,3,142682
29.344002,-0.8198877,-1.680864,1,3,142684
67.59696,-1.2508352,0.7672729,-1,3,142688
44.963375,1.1475831,-2.561162,1,3,142692
127.50523,-0.0068654753,-1.0220462,1,3,142693
65.13767,-0.32687318,2.3553944,1,3,142709
48.5943,-0.8054141,-2.5366106,-1,3,142710
114.60918,-0.47794676,3.1204462,1,3,142714
95.770744,-0.8313256,1.5006255,1,3,142719
34.99877,0.99495304,1.4651681,1,3,142721
103.60771,0.19511375,-2.3105986,-1,3,142724
28.646486,-1.0743272,-0.48601568,-1,3,142725
108.59121,-0.27651858,-0.25901726,-1,3,142728
23.761501,1.2122833,-2.736686,1,3,142733
49.125797,-0.64091426,-0.96056974,1,3,142737
122.439766,-0.12222351,2.9044344,1,3,142739
52.41581,-1.5566667,0.5055368,1,3,142742
19.236862,-1.5826026,2.9489028,1,3,142746
44.691067,-0.9238717,-1.7659874,1,3,142751
164.0348,0.0541189,-2.0641396,1,3,142758
32.757355,-0.7018274,-1.1541172,-1,3,142759
37.55357,0.27654114,-1.8691845,1,3,142761
62.60541,-0.19980222,1.3695575,1,3,142763
63.958096,-0.14579538,0.58078617,-1,3,142764
64.15956,-0.06909777,-0.80206907,-1,3,142765
26.37339,-1.1879777,-2.9122818,1,3,142774
83.08058,1.1163015,0.37255266,1,3,142777
33.452564,-0.78906673,-2.253219,-1,3,142796
22.899248,-0.98829335,1.472645,-1,3,142801
103.99868,0.8112257,-0.6809701,1,3,142802
37.68052,0.4268079,-2.0316026,-1,3,142819
92.19753,0.6282842,0.05662695,-1,3,142821
132.24954,-0.6040229,1.5178385,1,3,142823
80.2579,0.35013437,-1.212379,-1,3,142824
62.375774,0.13840596,-2.7181537,1,3,142840
12.607483,2.3927011,2.4363189,1,3,142856
104.14236,0.24217752,2.6555948,-1,3,142861
2.6826844,-1.3698554,1.6748537,1,3,142868
29.846231,-0.7404513,-0.89225245,-1,3,142877
118.03413,-0.069175854,-2.2218525,1,3,142880
17.729868,-1.5702229,-2.6426127,1,3,142881
135.00359,0.17291664,-0.33822072,-1,3,142882
114.950066,0.5711493,-2.1859467,1,3,142885
120.28473,-0.3741513,1.4255633,-1,3,142886
35.8995,0.6605667,-1.1642017,1,3,142902
103.50636,0.7823294,0.6092369,1,3,142905
110.989265,-0.62893176,-2.987488,1,3,142906
100.12729,-0.49054113,1.5174793,1,3,142910
27.655735,1.2607689,-1.7995012,1,3,142928
67.719666,-0.44128367,-2.8480687,-1,3,142933
62.66832,1.1243074,-0.2941476,-1,3,142945
98.383675,-0.67715317,-1.6164433,1,3,142946
151.58798,-0.28188008,0.35893828,1,3,142947
54.477715,0.6823145,-2.2948363,1,3,142957
19.176432,-0.3188929,2.6558769,-1,3,142961
121.282745,-0.12341156,-0.34702468,1,3,142962
54.937645,-0.41552815,0.52816,1,3,142966
99.733315,0.91932607,1.5686301,1,3,142969
113.63324,0.0323213,-2.6598685,-1,3,142971
54.296307,0.79990476,0.17159821,-1,3,142974
61.147293,-1.0138838,-0.09974067,1,3,142975
47.39781,-0.53679895,-0.48651415,-1,3,142982
15.094603,-1.6195589,0.0026909134,1,3,142984
148.92636,-0.40241763,1.9594365,1,3,142987
152.63309,0.22994657,-0.32034326,1,3,142996
89.01958,-0.8272656,1.52457,-1,3,142999
133.7403,0.051642172,1.265494,-1,3,143000
82.918976,0.9218282,-0.59191597,1,3,143004
96.16703,-0.7771934,-0.8786344,1,3,143008
30.411783,1.0680828,0.5805135,-1,3,143010
29.020905,1.0383044,-2.2016056,-1,3,143013
103.10293,0.68744624,3.0537713,1,3,143017
39.200455,-1.0196108,-2.8096337,-1,3,143021
108.43561,0.76394063,0.74301326,1,3,143024
58.975082,-0.17904195,1.4976301,1,3,143026
52.621502,-0.584358,-1.8585654,-1,3,143028
50.92344,0.79884386,-0.7511457,1,3,143029
118.808586,-0.1818802,2.3173847,1,3,143031
87.76777,-1.0763208,-2.2617242,-1,3,143035
57.04399,-0.10560835,0.15023771,-1,3,143041
105.34679,-0.07652087,-1.4998085,-1,3,143042
93.90602,1.0583339,-2.5483923,-1,3,143045
42.864525,-0.075578876,-0.07276032,-1,3,143060
98.26865,0.7704707,3.0907469,1,3,143061
70.29228,-1.2100701,-0.7915926,-1,3,143062
105.66759,0.031880286,-1.0479367,1,3,143065
93.452614,-0.25290796,-1.6244699,1,3,143067
119.456505,-0.57943267,3.035663,1,3,143074
143.16296,0.15710507,2.5008562,1,3,143078
102.81918,-0.6486064,0.076340094,1,3,143084
62.939068,1.2897794,1.3945628,-1,3,143107
14.998855,1.8562912,2.304608,1,3,143108
53.619747,-0.011985095,0.14005323,-1,3,143109
100.45329,0.8366093,2.2310462,1,3,143110
68.01507,-0.55260307,-3.137572,-1,3,143117
26.988968,0.7896104,2.187811,1,3,143118
100.54214,-0.76507837,-1.6648641,-1,3,143121
